,Biomass,Energy storage,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2024-01-26 12:00:00+00:00,33.0,,492.81,97.12,36.24,14.73,112.75,23.28,318.58
2024-01-26 13:00:00+00:00,33.0,,494.78,97.13,50.6,7.07,112.75,33.42,257.45
2024-01-26 14:00:00+00:00,32.92,,497.64,97.11,40.02,0.43,110.52,44.06,196.35
2024-01-26 15:00:00+00:00,32.85,,506.51,97.06,40.02,0.0,106.57,61.35,288.19
2024-01-26 16:00:00+00:00,32.91,,511.22,74.78,47.59,0.0,106.12,129.79,257.63
2024-01-26 17:00:00+00:00,32.88,,509.27,74.68,47.91,0.0,104.85,253.57,195.97
2024-01-26 18:00:00+00:00,32.87,,507.05,74.81,24.25,0.0,99.03,365.03,191.14
2024-01-26 19:00:00+00:00,32.84,,483.98,74.61,24.56,0.0,95.55,426.14,280.38
2024-01-26 20:00:00+00:00,32.86,,477.81,73.63,24.56,0.0,94.73,465.27,-84.94999999999999
2024-01-26 21:00:00+00:00,32.86,,481.18,73.69,20.1,0.0,95.52,494.2,-243.18000000000004
2024-01-26 22:00:00+00:00,32.86,,477.73,74.39,20.13,0.0,95.59,527.23,-392.2
2024-01-26 23:00:00+00:00,32.86,,380.87,24.79,12.57,0.0,96.56,513.88,-505.22
2024-01-27 00:00:00+00:00,32.86,,346.22,25.77,11.99,0.0,96.79,494.73,-541.11
2024-01-27 01:00:00+00:00,32.86,,280.28,24.78,12.29,0.0,96.6,479.67,-552.66
2024-01-27 02:00:00+00:00,32.86,,238.33,24.78,12.79,0.0,96.98,418.08,-447.35
2024-01-27 03:00:00+00:00,32.86,,43.31,24.74,12.98,0.0,95.64,341.76,-102.81
2024-01-27 04:00:00+00:00,32.9,,42.39,24.71,14.92,0.0,96.58,281.36,-96.43
2024-01-27 05:00:00+00:00,32.91,,42.55,24.79,14.26,0.23,96.3,207.86,-128.45
2024-01-27 06:00:00+00:00,32.91,,42.74,67.97,19.73,1.52,96.65,164.96,-103.69
2024-01-27 07:00:00+00:00,32.88,,43.17,68.07,13.52,9.07,97.37,130.15,-121.75
2024-01-27 08:00:00+00:00,32.88,,43.22,68.0,13.67,23.12,99.72,93.42,-123.44
2024-01-27 09:00:00+00:00,32.88,,42.71,68.05,20.93,24.58,101.96,62.24,-49.2
2024-01-27 10:00:00+00:00,32.96,,42.46,68.02,23.95,29.45,102.32,29.21,-141.04
2024-01-27 11:00:00+00:00,32.98,,43.18,24.75,27.18,29.29,102.36,14.0,-86.35
2024-01-27 12:00:00+00:00,32.94,,43.52,24.69,17.56,20.48,97.44,9.73,-49.2
2024-01-27 13:00:00+00:00,32.94,,43.01,24.66,28.09,11.32,97.44,15.22,0.0
2024-01-27 14:00:00+00:00,32.97,,42.85,24.7,39.45,0.96,96.49,24.86,-49.54
2024-01-27 15:00:00+00:00,32.97,,42.64,68.04,41.33,0.0,96.17,32.6,-67.15
2024-01-27 16:00:00+00:00,32.89,,42.43,68.05,41.38,0.0,96.11,55.29,-104.15
2024-01-27 17:00:00+00:00,32.88,,42.46,67.98,36.27,0.0,95.85,80.18,0.0
2024-01-27 18:00:00+00:00,32.88,,42.37,67.98,16.02,0.0,94.85,99.15,0.0
2024-01-27 19:00:00+00:00,32.88,,42.66,67.98,16.02,0.0,95.7,100.63,-50.08
2024-01-27 20:00:00+00:00,32.88,,42.57,24.72,22.41,0.0,96.44,103.11,-49.6
2024-01-27 21:00:00+00:00,32.88,,43.08,24.66,15.38,0.0,97.17,90.46,-49.45
2024-01-27 22:00:00+00:00,32.88,,42.61,24.72,15.38,0.0,97.46,103.26,-49.41
2024-01-27 23:00:00+00:00,32.88,,42.66,25.79,12.62,0.0,97.42,109.74,-50.39
2024-01-28 00:00:00+00:00,32.88,,42.18,25.81,13.19,0.0,95.32,71.3,0.0
2024-01-28 01:00:00+00:00,32.88,,42.02,33.3,16.76,0.0,92.55,59.54,67.12
2024-01-28 02:00:00+00:00,32.88,,42.19,24.76,14.22,0.0,91.83,99.94,0.84
2024-01-28 03:00:00+00:00,32.88,,42.51,24.81,13.94,0.0,94.05,139.63,-86.24
2024-01-28 04:00:00+00:00,32.86,,42.76,24.8,12.71,0.0,97.17,175.78,-67.77
2024-01-28 05:00:00+00:00,32.86,,42.89,24.83,12.71,0.21,97.81,220.19,0.0
2024-01-28 06:00:00+00:00,32.86,,43.07,67.9,12.43,1.4,98.21,238.66,-136.87
2024-01-28 07:00:00+00:00,32.86,,43.45,68.06,12.43,10.48,95.26,206.59,-94.81
2024-01-28 08:00:00+00:00,32.86,,43.11,68.08,16.78,17.98,93.54,188.96,-86.37
2024-01-28 09:00:00+00:00,32.86,,42.35,68.0,12.0,23.19,97.14,188.91,-68.91
2024-01-28 10:00:00+00:00,32.86,,42.38,67.97,11.94,29.13,96.64,231.82,-121.96
2024-01-28 11:00:00+00:00,32.86,,42.52,24.79,11.94,24.45,96.2,280.66,-117.24
2024-01-28 12:00:00+00:00,32.87,,42.4,24.73,11.79,17.54,93.04,333.58,-135.81
2024-01-28 13:00:00+00:00,32.87,,42.45,25.71,12.4,11.51,93.04,338.6,-49.18
2024-01-28 14:00:00+00:00,32.89,,42.44,24.71,12.53,1.0,97.2,357.79,0.0
2024-01-28 15:00:00+00:00,32.89,,42.45,67.9,32.59,0.0,97.42,324.9,0.0
2024-01-28 16:00:00+00:00,32.89,,42.45,68.04,31.45,0.0,97.71,315.11,0.0
2024-01-28 17:00:00+00:00,32.9,,42.59,68.04,31.45,0.0,97.64,350.55,-68.25
2024-01-28 18:00:00+00:00,32.9,,43.14,69.91,21.74,0.0,97.29,346.51,0.0
2024-01-28 19:00:00+00:00,32.9,,43.05,68.09,21.74,0.0,96.45,316.41,0.0
2024-01-28 20:00:00+00:00,32.9,,43.22,24.77,10.28,0.0,98.3,338.74,-50.51
2024-01-28 21:00:00+00:00,33.25,,43.9,24.76,10.06,0.0,97.71,384.54,-67.3
2024-01-28 22:00:00+00:00,33.06,,43.37,24.74,10.86,0.0,98.36,453.79,-134.29
2024-01-28 23:00:00+00:00,32.87,,43.16,24.75,10.72,0.0,98.57,487.36,-508.46
2024-01-29 00:00:00+00:00,32.92,,43.32,24.74,10.74,0.0,94.87,519.5,-599.44
2024-01-29 01:00:00+00:00,32.92,,43.46,24.71,10.92,0.0,84.08,576.59,-665.94
2024-01-29 02:00:00+00:00,32.92,,43.5,24.72,10.72,0.0,73.95,596.31,-664.22
2024-01-29 03:00:00+00:00,32.92,,43.43,24.73,10.55,0.0,65.37,640.22,-546.17
2024-01-29 04:00:00+00:00,32.91,,43.78,24.73,10.37,0.0,61.99,674.47,-84.07
2024-01-29 05:00:00+00:00,32.89,,43.77,73.65,10.77,0.07,59.4,627.96,0.0
2024-01-29 06:00:00+00:00,32.88,,43.64,73.75,10.76,1.35,56.01,611.76,0.0
2024-01-29 07:00:00+00:00,32.9,,43.98,73.63,10.06,14.82,54.06,646.35,0.0
2024-01-29 08:00:00+00:00,32.91,,44.44,54.51,10.45,35.73,53.03,646.11,-85.17
2024-01-29 09:00:00+00:00,32.91,,44.41,73.49,10.77,59.47,51.81,639.75,-105.11
2024-01-29 10:00:00+00:00,32.86,,44.05,73.77,10.28,46.51,51.55,652.49,-221.72
2024-01-29 11:00:00+00:00,32.97,,43.87,73.74,10.53,50.91,49.41,659.36,-88.67
2024-01-29 12:00:00+00:00,32.88,,43.46,73.77,9.65,40.18,62.25,642.34,0.0
2024-01-29 13:00:00+00:00,32.87,,43.17,73.75,9.65,30.0,90.14,665.63,0.0
2024-01-29 14:00:00+00:00,32.86,,42.88,73.75,20.05,0.85,95.54,720.27,137.47
2024-01-29 15:00:00+00:00,32.85,,43.22,73.71,22.94,0.0,95.56,787.92,104.11
2024-01-29 16:00:00+00:00,32.89,,42.94,73.72,30.76,0.0,95.73,809.56,127.3
2024-01-29 17:00:00+00:00,32.91,,42.56,73.71,25.43,0.0,97.16,828.39,121.56
2024-01-29 18:00:00+00:00,32.88,,42.71,73.72,12.64,0.0,97.22,811.07,170.17
2024-01-29 19:00:00+00:00,32.85,,42.73,73.71,12.75,0.0,97.11,791.88,17.38
2024-01-29 20:00:00+00:00,32.86,,43.33,24.83,12.11,0.0,97.84,748.35,0.0
2024-01-29 21:00:00+00:00,32.71,,43.36,24.73,12.42,0.0,97.41,701.14,0.0
2024-01-29 22:00:00+00:00,32.07,,43.27,24.71,12.35,0.0,97.32,654.4,-86.57
2024-01-29 23:00:00+00:00,32.85,,43.34,25.73,12.32,0.0,97.56,614.47,0.0
2024-01-30 00:00:00+00:00,32.9,,43.29,25.75,12.66,0.0,97.47,594.26,0.0
2024-01-30 01:00:00+00:00,32.92,,43.32,25.76,12.66,0.0,97.97,563.79,0.0
2024-01-30 02:00:00+00:00,32.9,,43.47,24.73,12.43,0.0,97.55,548.85,-68.22
2024-01-30 03:00:00+00:00,32.93,,43.46,24.7,12.75,0.0,96.2,509.44,-66.14
2024-01-30 04:00:00+00:00,32.93,,43.55,27.55,13.06,0.0,96.0,494.23,0.71
2024-01-30 05:00:00+00:00,32.89,,43.24,73.55,12.9,0.19,96.2,415.49,181.74
2024-01-30 06:00:00+00:00,32.89,,43.34,73.67,12.46,1.76,95.34,303.7,181.85
2024-01-30 07:00:00+00:00,32.93,,43.35,73.67,21.14,5.86,90.56,248.75,181.73
2024-01-30 08:00:00+00:00,32.91,,43.39,73.57,14.04,2.51,89.62,198.91,169.95
2024-01-30 09:00:00+00:00,32.97,,43.35,73.62,20.64,53.97,81.29,126.6,121.61
2024-01-30 10:00:00+00:00,32.99,,43.49,73.69,20.64,26.0,80.9,95.63,0.0
2024-01-30 11:00:00+00:00,32.91,,43.74,73.68,22.11,14.19,73.07,72.93,0.0
2024-01-30 12:00:00+00:00,32.91,,43.65,73.69,18.54,6.7,72.78,61.22,0.0
2024-01-30 13:00:00+00:00,32.87,,43.58,73.68,18.54,5.66,73.66,85.19,55.54
2024-01-30 14:00:00+00:00,32.95,,43.3,73.66,29.82,0.59,77.59,143.4,181.9
2024-01-30 15:00:00+00:00,32.97,,43.04,73.63,29.18,0.0,81.68,203.51,364.86
2024-01-30 16:00:00+00:00,32.95,,42.89,73.64,29.43,0.0,86.63,292.02,181.27
2024-01-30 17:00:00+00:00,32.97,,42.89,73.65,30.42,0.0,88.68,394.61,206.01
2024-01-30 18:00:00+00:00,32.85,,43.03,73.63,18.55,0.0,94.44,433.22,106.03
2024-01-30 19:00:00+00:00,32.93,,42.93,73.65,18.57,0.0,95.38,424.34,135.75
2024-01-30 20:00:00+00:00,32.91,,43.18,73.62,18.53,0.0,93.28,419.08,165.68
2024-01-30 21:00:00+00:00,32.95,,43.11,73.65,18.53,0.0,96.29,416.81,-48.42
2024-01-30 22:00:00+00:00,32.9,,43.16,46.71,18.54,0.0,97.59,427.62,0.0
2024-01-30 23:00:00+00:00,32.93,,43.14,32.86,18.54,0.0,97.81,407.34,0.0
2024-01-31 00:00:00+00:00,32.9,,43.01,49.13,26.88,0.0,97.47,372.87,0.0
2024-01-31 01:00:00+00:00,32.91,,42.95,61.86,25.98,0.0,97.55,373.74,52.6
2024-01-31 02:00:00+00:00,32.91,,42.9,73.72,24.1,0.0,97.6,412.92,0.32
2024-01-31 03:00:00+00:00,32.91,,43.0,69.14,21.43,0.0,98.14,443.52,0.0
2024-01-31 04:00:00+00:00,32.83,,43.36,73.66,20.95,0.0,97.33,527.41,54.84
2024-01-31 05:00:00+00:00,32.76,,43.28,73.58,26.68,0.04,96.18,557.04,199.71
2024-01-31 06:00:00+00:00,32.88,,43.29,73.66,22.15,0.55,96.42,601.24,181.72
2024-01-31 07:00:00+00:00,32.9,,42.73,73.72,19.51,11.43,94.66,638.36,201.66
2024-01-31 08:00:00+00:00,32.87,,42.79,73.7,20.48,11.46,90.98,620.27,201.51
2024-01-31 09:00:00+00:00,32.8,,43.5,73.67,19.14,11.46,81.71,583.2,307.39
2024-01-31 10:00:00+00:00,32.77,,43.58,73.71,18.57,11.53,77.52,613.06,334.03
2024-01-31 11:00:00+00:00,32.83,,43.35,73.67,19.28,6.8,88.91,637.52,257.83
2024-01-31 12:00:00+00:00,32.72,,43.47,73.64,18.25,3.31,95.22,676.3,191.62
2024-01-31 13:00:00+00:00,32.88,,43.37,73.71,18.24,16.68,96.14,787.58,86.18
2024-01-31 14:00:00+00:00,32.7,,42.86,73.63,18.24,0.21,96.56,855.12,179.72
2024-01-31 15:00:00+00:00,32.93,,42.75,73.56,30.97,0.0,97.08,879.44,191.22
2024-01-31 16:00:00+00:00,32.88,,42.75,73.55,25.73,0.0,96.66,893.32,190.85
2024-01-31 17:00:00+00:00,32.77,,42.88,73.63,30.29,0.0,96.68,906.7,126.52
2024-01-31 18:00:00+00:00,32.71,,42.87,73.68,19.66,0.0,96.87,939.51,-48.16
2024-01-31 19:00:00+00:00,32.68,,43.36,73.57,18.43,0.0,97.72,941.46,0.0
2024-01-31 20:00:00+00:00,32.64,,43.28,46.89,19.36,0.0,97.61,944.53,0.0
2024-01-31 21:00:00+00:00,32.71,,42.86,62.71,21.7,0.0,97.24,918.61,-222.8
2024-01-31 22:00:00+00:00,32.74,,42.72,74.91,21.52,0.0,96.46,865.82,-226.93
2024-01-31 23:00:00+00:00,32.74,,42.74,46.94,21.72,0.0,97.04,902.7,-451.31
2024-02-01 00:00:00+00:00,32.66,,42.71,46.96,21.07,0.0,96.73,948.08,-521.73
2024-02-01 01:00:00+00:00,32.7,,42.73,46.93,20.79,0.0,96.67,959.92,-539.5
2024-02-01 02:00:00+00:00,32.7,,42.67,46.88,20.75,0.0,96.56,957.19,-502.56
2024-02-01 03:00:00+00:00,32.68,,42.76,46.93,21.08,0.0,96.11,975.78,-397.58
2024-02-01 04:00:00+00:00,32.74,,42.98,46.88,21.45,0.0,95.74,986.34,-46.38
2024-02-01 05:00:00+00:00,32.88,,43.58,49.78,20.08,0.02,94.44,996.39,0.88
2024-02-01 06:00:00+00:00,32.84,,43.92,95.9,20.08,0.54,78.94,985.72,190.53
2024-02-01 07:00:00+00:00,32.72,,43.71,98.05,18.79,10.43,60.56,1001.24,190.91
2024-02-01 08:00:00+00:00,32.91,,43.72,97.99,20.37,8.41,41.9,1005.16,196.4
2024-02-01 09:00:00+00:00,32.92,,42.79,97.96,21.7,17.1,38.59,995.48,135.2
2024-02-01 10:00:00+00:00,32.9,,42.23,97.94,21.47,20.28,38.2,1002.29,139.61
2024-02-01 11:00:00+00:00,32.8,,42.75,97.94,22.03,23.6,38.25,1015.63,0.0
2024-02-01 12:00:00+00:00,32.88,,43.16,97.95,22.32,7.87,38.09,1027.73,0.0
2024-02-01 13:00:00+00:00,32.93,,43.02,97.96,22.87,13.52,41.66,1022.15,100.13
2024-02-01 14:00:00+00:00,32.93,,42.86,97.9,23.26,0.77,78.61,1017.08,51.73
2024-02-01 15:00:00+00:00,32.83,,42.74,97.93,32.63,0.01,96.17,1024.18,0.73
2024-02-01 16:00:00+00:00,32.8,,42.79,97.97,33.59,0.0,95.23,1001.67,0.0
2024-02-01 17:00:00+00:00,32.78,,42.74,98.0,33.91,0.0,95.29,1008.75,-50.33
2024-02-01 18:00:00+00:00,32.95,,42.66,97.97,33.32,0.0,96.91,988.09,0.0
2024-02-01 19:00:00+00:00,32.81,,42.55,96.12,22.64,0.0,97.29,975.56,0.0
2024-02-01 20:00:00+00:00,33.15,,42.57,24.85,22.44,0.0,97.89,919.12,0.0
2024-02-01 21:00:00+00:00,33.05,,42.88,46.87,22.22,0.0,98.27,894.4,0.0
2024-02-01 22:00:00+00:00,32.81,,42.55,46.89,22.4,0.0,98.34,859.7,-149.93
2024-02-01 23:00:00+00:00,32.88,,42.46,47.79,20.14,0.0,98.33,796.29,0.0
2024-02-02 00:00:00+00:00,32.85,,42.41,47.77,18.57,0.0,97.84,720.29,0.0
2024-02-02 01:00:00+00:00,32.78,,42.39,47.81,18.57,0.0,97.89,683.9,0.0
2024-02-02 02:00:00+00:00,32.93,,42.11,64.21,17.34,0.0,97.46,670.54,0.0
2024-02-02 03:00:00+00:00,32.98,,42.6,46.97,16.78,0.0,95.78,696.78,-50.49
2024-02-02 04:00:00+00:00,32.93,,42.64,46.84,14.99,0.0,95.36,734.69,-105.45
2024-02-02 05:00:00+00:00,32.9,,43.2,95.98,24.0,0.46,95.04,767.11,-49.26
2024-02-02 06:00:00+00:00,32.91,,43.43,97.94,23.29,3.17,94.84,722.07,0.0
2024-02-02 07:00:00+00:00,33.0,,42.81,97.92,23.14,22.94,94.87,710.27,0.0
2024-02-02 08:00:00+00:00,32.98,,43.15,97.98,25.61,32.24,94.3,626.04,-59.54
2024-02-02 09:00:00+00:00,32.96,,43.05,97.97,25.61,29.72,95.06,633.94,-140.53
2024-02-02 10:00:00+00:00,32.96,,43.31,98.01,15.66,32.35,95.25,650.0,-134.79
2024-02-02 11:00:00+00:00,32.94,,42.97,98.0,16.99,27.07,94.97,602.65,-48.62
2024-02-02 12:00:00+00:00,32.94,,42.72,97.97,18.19,27.43,94.81,593.94,0.0
2024-02-02 13:00:00+00:00,32.93,,42.19,98.0,18.19,7.56,61.16,564.4,187.85
2024-02-02 14:00:00+00:00,32.88,,42.24,97.98,18.04,1.4,37.39,654.53,144.12
2024-02-02 15:00:00+00:00,32.9,,41.94,97.99,18.04,0.12,37.25,729.35,195.98
2024-02-02 16:00:00+00:00,32.86,,42.34,97.98,18.97,0.0,37.47,811.44,137.39
2024-02-02 17:00:00+00:00,32.72,,42.4,97.97,18.97,0.0,41.83,843.96,115.97
2024-02-02 18:00:00+00:00,32.87,,42.49,98.01,18.67,0.0,59.91,904.01,139.38
2024-02-02 19:00:00+00:00,32.5,,42.64,96.04,18.82,0.0,81.57,934.26,-57.71
2024-02-02 20:00:00+00:00,32.44,,42.8,70.95,19.57,0.0,95.2,955.52,-57.39
2024-02-02 21:00:00+00:00,32.38,,42.31,24.86,19.35,0.0,94.24,961.35,0.0
2024-02-02 22:00:00+00:00,32.49,,42.31,24.71,18.85,0.0,94.14,976.23,-70.03
2024-02-02 23:00:00+00:00,32.49,,42.22,24.75,18.33,0.0,93.73,994.33,-228.09
2024-02-03 00:00:00+00:00,32.41,,42.27,24.75,18.17,0.0,93.26,1013.57,-362.48
2024-02-03 01:00:00+00:00,32.43,,42.31,25.72,19.53,0.0,93.33,1019.38,-453.35
2024-02-03 02:00:00+00:00,32.4,,42.29,24.73,19.53,0.0,93.15,1017.14,-452.83
2024-02-03 03:00:00+00:00,32.44,,42.31,24.71,19.97,0.0,92.14,996.6,-400.67
2024-02-03 04:00:00+00:00,32.5,,42.64,24.72,19.76,0.0,95.98,1011.75,-134.91
2024-02-03 05:00:00+00:00,32.47,,43.25,24.89,18.9,0.17,96.86,1027.47,-85.91
2024-02-03 06:00:00+00:00,32.56,,43.24,88.21,29.81,1.29,101.82,1025.52,-118.69
2024-02-03 07:00:00+00:00,32.51,,43.27,88.36,29.41,14.64,97.94,1018.82,-75.61
2024-02-03 08:00:00+00:00,32.5,,43.15,88.2,30.49,10.38,98.16,1008.79,-78.09
2024-02-03 09:00:00+00:00,32.5,,42.68,93.25,37.52,8.72,99.14,1017.33,0.0
2024-02-03 10:00:00+00:00,32.54,,42.66,95.45,29.42,16.61,99.81,1017.18,0.0
2024-02-03 11:00:00+00:00,32.55,,42.51,24.71,20.14,18.9,97.05,1037.57,-62.68
2024-02-03 12:00:00+00:00,32.54,,42.22,24.75,19.73,22.37,97.32,1029.44,-60.44
2024-02-03 13:00:00+00:00,32.53,,42.13,25.86,20.68,22.38,96.97,1032.05,0.0
2024-02-03 14:00:00+00:00,32.54,,42.58,25.13,20.68,1.97,97.15,1044.88,-60.5
2024-02-03 15:00:00+00:00,32.54,,42.61,96.01,21.16,0.23,96.69,1051.77,109.63
2024-02-03 16:00:00+00:00,32.52,,42.54,88.33,21.16,0.0,97.34,1048.25,163.87
2024-02-03 17:00:00+00:00,32.57,,42.41,88.25,22.16,0.0,96.26,1047.38,96.16
2024-02-03 18:00:00+00:00,32.59,,42.37,88.31,22.94,0.0,96.53,1053.15,104.53
2024-02-03 19:00:00+00:00,32.57,,42.39,88.17,23.08,0.0,96.41,1052.49,0.0
2024-02-03 20:00:00+00:00,32.62,,42.38,24.84,23.08,0.0,97.15,1030.13,0.0
2024-02-03 21:00:00+00:00,32.7,,42.39,24.79,23.3,0.0,97.78,1025.36,-16.31
2024-02-03 22:00:00+00:00,32.59,,42.24,24.79,22.1,0.0,96.92,1029.49,-84.79
2024-02-03 23:00:00+00:00,32.6,,42.23,24.76,21.94,0.0,103.23,1029.17,-56.29
2024-02-04 00:00:00+00:00,32.64,,41.85,24.8,21.57,0.0,103.81,1021.45,-230.45
2024-02-04 01:00:00+00:00,32.62,,41.82,24.79,21.86,0.0,104.77,1023.11,-492.93
2024-02-04 02:00:00+00:00,32.66,,41.9,24.79,21.18,0.0,105.75,1020.22,-605.36
2024-02-04 03:00:00+00:00,32.66,,41.86,24.82,21.36,0.0,106.15,1022.77,-605.85
2024-02-04 04:00:00+00:00,32.65,,42.26,24.82,22.19,0.0,106.39,1036.44,-566.19
2024-02-04 05:00:00+00:00,32.65,,42.84,46.88,21.02,0.45,106.53,1050.31,-235.58
2024-02-04 06:00:00+00:00,32.69,,43.08,46.95,18.67,2.45,107.18,1048.23,-328.33
2024-02-04 07:00:00+00:00,32.66,,43.04,46.92,18.81,19.87,107.85,1045.64,-57.01
2024-02-04 08:00:00+00:00,32.62,,43.0,46.84,18.81,16.12,107.87,1038.65,0.0
2024-02-04 09:00:00+00:00,32.64,,42.87,24.77,18.57,20.28,108.13,996.39,-97.49
2024-02-04 10:00:00+00:00,32.65,,42.73,46.88,17.31,23.68,108.67,974.26,-115.39
2024-02-04 11:00:00+00:00,32.68,,42.6,49.81,17.15,27.83,108.91,933.13,-335.92
2024-02-04 12:00:00+00:00,32.68,,42.58,46.95,17.68,17.44,108.23,802.27,-604.17
2024-02-04 13:00:00+00:00,32.73,,42.49,72.36,35.8,8.1,108.31,705.84,-183.16
2024-02-04 14:00:00+00:00,32.96,,42.48,77.0,26.98,1.21,108.62,702.82,0.01
2024-02-04 15:00:00+00:00,33.08,,42.25,97.97,30.24,0.18,108.63,789.47,0.0
2024-02-04 16:00:00+00:00,33.17,,42.49,97.95,31.45,0.0,107.95,751.63,0.0
2024-02-04 17:00:00+00:00,33.15,,43.04,95.86,36.18,0.0,107.49,702.03,0.0
2024-02-04 18:00:00+00:00,33.05,,42.89,97.98,26.85,0.0,96.51,745.04,0.0
2024-02-04 19:00:00+00:00,33.13,,42.69,98.05,20.52,0.0,81.66,732.39,0.0
2024-02-04 20:00:00+00:00,32.85,,42.29,97.01,19.69,0.0,81.12,748.65,-17.570000000000007
2024-02-04 21:00:00+00:00,32.78,,42.23,73.74,19.58,0.0,86.3,720.45,0.72
2024-02-04 22:00:00+00:00,32.71,,42.38,24.95,19.55,0.0,97.04,732.61,-14.64
2024-02-04 23:00:00+00:00,32.79,,42.45,46.88,19.55,0.0,105.93,706.07,0.65
2024-02-05 00:00:00+00:00,32.74,,42.4,46.87,19.73,0.0,108.74,719.28,-26.989999999999995
2024-02-05 01:00:00+00:00,32.73,,42.4,36.04,19.73,0.0,108.43,679.09,-222.84
2024-02-05 02:00:00+00:00,32.84,,42.41,54.09,19.77,0.0,107.43,644.07,-223.61
2024-02-05 03:00:00+00:00,32.79,,42.28,46.95,19.65,0.0,108.22,731.38,-205.36
2024-02-05 04:00:00+00:00,33.04,,42.46,94.95,19.55,0.0,107.6,840.29,-8.730000000000004
2024-02-05 05:00:00+00:00,33.07,,43.12,97.97,19.58,0.13,106.8,850.18,1.01
2024-02-05 06:00:00+00:00,33.09,,43.59,98.01,19.57,1.66,107.42,853.82,210.46
2024-02-05 07:00:00+00:00,33.11,,43.7,97.91,19.57,23.07,109.78,862.9,174.82
2024-02-05 08:00:00+00:00,33.1,,43.64,98.08,19.7,37.23,105.45,811.64,1.2
2024-02-05 09:00:00+00:00,33.1,,43.18,98.14,18.93,40.56,102.91,813.64,0.0
2024-02-05 10:00:00+00:00,33.08,,42.8,98.18,18.36,43.03,102.28,895.94,-85.05
2024-02-05 11:00:00+00:00,33.1,,43.04,98.12,17.81,41.92,105.19,952.58,0.0
2024-02-05 12:00:00+00:00,33.01,,43.17,98.09,18.31,48.64,106.95,949.5,50.65
2024-02-05 13:00:00+00:00,32.66,,43.11,96.17,28.57,32.47,107.59,882.36,1.25
2024-02-05 14:00:00+00:00,33.05,,42.85,98.13,34.29,2.98,108.97,789.82,47.05
2024-02-05 15:00:00+00:00,33.04,,42.73,98.01,34.32,0.38,108.67,692.61,251.54
2024-02-05 16:00:00+00:00,32.85,,42.76,98.04,39.77,0.0,109.24,642.61,212.05
2024-02-05 17:00:00+00:00,33.1,,42.99,98.11,25.09,0.0,109.54,561.96,243.06
2024-02-05 18:00:00+00:00,32.86,,43.23,98.1,25.77,0.0,109.55,569.19,209.04
2024-02-05 19:00:00+00:00,33.06,,43.25,98.1,16.05,0.0,109.35,505.84,161.48
2024-02-05 20:00:00+00:00,33.04,,42.9,98.06,16.84,0.0,110.52,451.2,0.92
2024-02-05 21:00:00+00:00,33.08,,42.76,96.15,17.38,0.0,109.83,400.41,0.0
2024-02-05 22:00:00+00:00,33.08,,42.78,47.15,16.99,0.0,110.8,342.17,0.0
2024-02-05 23:00:00+00:00,33.08,,42.77,88.26,16.99,0.0,110.62,262.45,-49.79
2024-02-06 00:00:00+00:00,33.08,,42.7,88.26,11.21,0.0,110.19,211.55,0.0
2024-02-06 01:00:00+00:00,33.1,,50.52,88.25,10.84,0.0,110.1,166.16,0.0
2024-02-06 02:00:00+00:00,33.09,,81.94,88.27,10.78,0.0,110.15,122.96,0.0
2024-02-06 03:00:00+00:00,33.08,,102.22,88.31,10.78,0.0,110.37,94.6,0.16
2024-02-06 04:00:00+00:00,33.08,,205.1,88.3,20.98,0.0,109.84,75.71,187.28
2024-02-06 05:00:00+00:00,33.07,,365.63,95.99,19.72,1.25,109.58,52.82,188.86
2024-02-06 06:00:00+00:00,33.02,,471.11,96.62,31.83,5.81,109.02,39.73,205.42
2024-02-06 07:00:00+00:00,33.13,,467.75,97.97,23.7,12.02,110.33,33.84,197.48
2024-02-06 08:00:00+00:00,33.05,,469.96,99.03,34.98,22.41,109.94,32.82,204.82
2024-02-06 09:00:00+00:00,33.1,,469.96,98.98,34.98,34.15,110.83,11.95,202.32
2024-02-06 10:00:00+00:00,33.07,,469.68,98.98,26.14,33.67,112.12,7.6,0.33
2024-02-06 11:00:00+00:00,32.83,,469.64,98.02,17.55,33.07,113.27,5.61,0.0
2024-02-06 12:00:00+00:00,32.97,,433.89,98.01,14.64,27.53,113.1,8.96,0.0
2024-02-06 13:00:00+00:00,33.04,,470.03,98.07,14.64,22.77,111.8,29.12,70.05
2024-02-06 14:00:00+00:00,33.09,,471.31,98.02,11.17,2.29,110.83,93.62,196.82
2024-02-06 15:00:00+00:00,32.98,,468.92,98.01,44.93,0.39,110.5,193.62,174.99
2024-02-06 16:00:00+00:00,33.04,,468.97,98.98,47.12,0.0,87.53,313.56,183.36
2024-02-06 17:00:00+00:00,32.96,,453.6,98.97,38.05,0.0,77.21,461.21,163.16
2024-02-06 18:00:00+00:00,33.1,,439.02,98.92,12.85,0.0,79.28,563.61,161.24
2024-02-06 19:00:00+00:00,33.08,,303.27,99.03,23.82,0.0,79.52,643.1,0.7
2024-02-06 20:00:00+00:00,32.95,,238.4,98.12,12.47,0.0,81.0,652.15,0.0
2024-02-06 21:00:00+00:00,33.05,,49.35,98.05,12.05,0.0,81.14,729.56,-143.51
2024-02-06 22:00:00+00:00,33.12,,44.47,98.11,12.98,0.0,82.17,843.36,-424.47
