,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2021-02-06 19:00:00+00:00,,111.25,706.9,785.12,17039.83,0.0,26.13,,23.13,987.21
2021-02-06 20:00:00+00:00,,72.32,600.73,781.41,16215.83,0.0,25.46,,21.99,1025.33
2021-02-06 21:00:00+00:00,,72.39,553.31,792.2,15459.86,0.0,26.82,,25.26,912.79
2021-02-06 22:00:00+00:00,,72.32,594.93,791.13,14858.0,0.0,28.72,,22.02,1020.52
2021-02-06 23:00:00+00:00,,72.24,617.7,775.64,14912.05,0.0,24.96,,20.34,1008.98
2021-02-07 00:00:00+00:00,,72.28,621.43,773.89,14450.89,0.0,27.04,,23.16,996.2
2021-02-07 01:00:00+00:00,,72.25,612.3,791.43,13414.95,0.0,22.49,,20.23,1149.49
2021-02-07 02:00:00+00:00,,72.31,645.61,792.53,12979.12,0.0,24.67,,21.04,1267.74
2021-02-07 03:00:00+00:00,,72.29,651.49,790.57,12779.7,0.0,28.14,,19.36,1354.79
2021-02-07 04:00:00+00:00,,72.3,661.45,791.03,13178.16,0.0,33.14,,21.42,1322.92
2021-02-07 05:00:00+00:00,,72.23,658.64,790.62,13348.95,0.0,30.54,,21.73,1193.29
2021-02-07 06:00:00+00:00,,72.79,664.97,793.02,14037.02,0.0,30.01,,22.75,1121.85
2021-02-07 07:00:00+00:00,,73.33,764.65,789.89,15549.62,0.0,29.56,,27.71,1187.07
2021-02-07 08:00:00+00:00,,74.63,931.91,778.63,16671.71,0.0,32.96,,27.8,1248.87
2021-02-07 09:00:00+00:00,,75.41,873.38,781.3,17276.8,0.0,31.76,,21.76,1285.69
2021-02-07 10:00:00+00:00,,72.78,918.36,773.7,17334.91,0.0,31.64,,24.1,1232.58
2021-02-07 11:00:00+00:00,,72.84,578.97,778.33,17095.0,0.0,32.94,,24.95,1262.15
2021-02-07 12:00:00+00:00,,72.78,558.12,776.06,16724.46,0.0,31.79,,24.02,1388.96
2021-02-07 13:00:00+00:00,,72.79,557.26,776.89,16571.24,0.0,34.38,,21.76,1332.56
2021-02-07 14:00:00+00:00,,72.77,553.92,778.25,16723.3,0.0,30.47,,23.46,1253.37
2021-02-07 15:00:00+00:00,,72.77,608.81,768.69,17184.6,0.0,30.24,,24.35,1186.62
2021-02-07 16:00:00+00:00,,72.76,893.6,770.72,18710.69,0.0,31.88,,23.37,1075.85
2021-02-07 17:00:00+00:00,,72.8,923.26,781.99,18910.04,0.0,30.49,,19.08,1165.26
2021-02-07 18:00:00+00:00,,72.83,720.67,771.66,17908.0,0.0,29.8,,18.9,1284.31
2021-02-07 19:00:00+00:00,,72.79,653.3,778.64,16975.63,0.0,29.4,,23.91,1328.13
2021-02-07 20:00:00+00:00,,72.79,603.93,770.94,16343.15,0.0,28.35,,26.47,1342.47
2021-02-07 21:00:00+00:00,,72.78,600.97,769.77,16125.15,0.0,31.49,,24.25,1188.9
2021-02-07 22:00:00+00:00,,72.79,588.65,768.12,15317.91,0.0,33.37,,23.22,1069.29
2021-02-07 23:00:00+00:00,,70.08,737.43,772.19,15779.61,0.0,24.01,,20.02,945.12
2021-02-08 00:00:00+00:00,,70.13,760.87,759.86,15093.37,0.0,29.2,,22.07,953.8
2021-02-08 01:00:00+00:00,,70.06,760.73,768.71,14656.37,0.0,32.17,,20.29,900.3
2021-02-08 02:00:00+00:00,,70.07,756.64,779.07,14613.66,0.0,30.58,,19.62,873.52
2021-02-08 03:00:00+00:00,,70.02,816.49,783.46,15113.65,0.0,29.44,,20.55,983.13
2021-02-08 04:00:00+00:00,,70.06,1181.98,769.98,17542.18,0.0,29.39,,18.94,979.49
2021-02-08 05:00:00+00:00,,70.08,1620.09,770.24,19494.8,0.0,25.88,,21.21,924.76
2021-02-08 06:00:00+00:00,,70.04,1782.22,795.96,21292.51,0.0,25.77,,22.35,925.56
2021-02-08 07:00:00+00:00,,70.09,1772.9,817.71,21466.1,0.0,24.75,,20.97,1026.14
2021-02-08 08:00:00+00:00,,70.05,1759.65,818.32,21410.53,0.0,25.18,,19.93,993.89
2021-02-08 09:00:00+00:00,,70.12,1774.51,815.88,21501.69,0.0,23.08,,17.47,896.55
2021-02-08 10:00:00+00:00,,70.15,1777.67,820.18,21812.68,0.0,25.79,,19.96,745.83
2021-02-08 11:00:00+00:00,,70.12,1769.08,825.96,22021.01,0.0,28.02,,20.01,687.03
2021-02-08 12:00:00+00:00,,70.1,1670.03,821.6,21751.21,0.0,27.56,,18.61,650.12
2021-02-08 13:00:00+00:00,,70.12,1708.77,821.3,21376.94,0.0,27.27,,20.27,682.5
2021-02-08 14:00:00+00:00,,70.15,1732.26,820.19,21367.91,0.0,28.98,,18.87,718.04
2021-02-08 15:00:00+00:00,,70.13,1730.15,830.67,21476.25,0.0,26.24,,19.78,745.12
2021-02-08 16:00:00+00:00,,70.12,1779.21,833.24,21745.57,0.0,27.58,,22.42,775.98
2021-02-08 17:00:00+00:00,,70.16,1773.75,836.83,21679.5,0.0,27.99,,25.35,770.89
2021-02-08 18:00:00+00:00,,70.16,1761.5,835.15,21332.03,0.0,27.03,,24.75,882.09
2021-02-08 19:00:00+00:00,,70.14,1662.62,829.78,20731.33,0.0,27.73,,22.47,979.79
2021-02-08 20:00:00+00:00,,70.14,1618.46,816.68,20381.99,0.0,28.19,,19.32,1028.42
2021-02-08 21:00:00+00:00,,70.15,1415.0,807.37,19436.13,0.0,33.21,,19.1,1028.12
2021-02-08 22:00:00+00:00,,70.1,1290.58,807.57,18704.83,0.0,30.46,,24.48,1000.57
2021-02-08 23:00:00+00:00,,70.1,1370.13,787.38,18382.04,0.0,29.61,,22.82,1019.83
2021-02-09 00:00:00+00:00,,70.09,1394.6,782.29,18737.25,0.0,29.51,,20.2,1035.14
2021-02-09 01:00:00+00:00,,70.13,1384.47,784.56,18650.59,0.0,29.38,,20.28,1037.81
2021-02-09 02:00:00+00:00,,70.05,1364.96,784.13,18338.45,0.0,29.88,,19.01,1065.24
2021-02-09 03:00:00+00:00,,70.08,1340.75,785.34,18291.07,0.0,28.95,,21.19,1115.12
2021-02-09 04:00:00+00:00,,70.02,1386.02,779.95,18526.33,0.0,30.59,,21.9,1111.53
2021-02-09 05:00:00+00:00,,70.05,1534.78,793.35,19937.05,0.0,29.88,,21.48,1089.98
2021-02-09 06:00:00+00:00,,70.07,1670.3,808.69,20989.22,0.0,30.95,,21.76,1060.15
2021-02-09 07:00:00+00:00,,70.05,1680.47,818.63,21333.69,0.0,35.78,,23.29,996.92
2021-02-09 08:00:00+00:00,,70.12,1756.33,817.01,21826.41,0.0,33.2,,23.87,929.13
2021-02-09 09:00:00+00:00,,71.47,1756.01,804.9,21965.95,0.0,32.3,,25.15,926.35
2021-02-09 10:00:00+00:00,,72.76,1741.58,811.2,21733.64,0.0,32.72,,25.02,1002.42
2021-02-09 11:00:00+00:00,,72.8,1763.18,807.59,21627.64,0.0,29.16,,21.76,1076.8
2021-02-09 12:00:00+00:00,,72.76,1760.56,808.9,21551.76,0.0,28.56,,22.52,1134.79
2021-02-09 13:00:00+00:00,,72.76,1759.14,807.46,21606.07,0.0,31.89,,21.63,1160.05
2021-02-09 14:00:00+00:00,,72.77,1763.49,815.02,21595.12,0.0,38.56,,20.45,1208.56
2021-02-09 15:00:00+00:00,,75.55,1776.5,808.79,21963.54,0.0,38.34,,19.85,1014.4
2021-02-09 16:00:00+00:00,,78.99,1766.5,804.14,21956.37,0.0,38.24,,18.12,918.49
2021-02-09 17:00:00+00:00,,79.15,1773.34,802.69,21787.17,0.0,34.91,,18.09,809.29
2021-02-09 18:00:00+00:00,,80.49,1777.24,801.86,21638.3,0.0,33.0,,20.05,810.99
2021-02-09 19:00:00+00:00,,81.87,1767.88,792.29,21192.19,0.0,33.96,,21.49,801.8
2021-02-09 20:00:00+00:00,,81.14,1751.45,778.66,20530.61,0.0,35.39,,20.35,789.58
2021-02-09 21:00:00+00:00,,80.39,1708.21,774.71,20132.36,0.0,35.71,,21.54,770.73
2021-02-09 22:00:00+00:00,,80.27,1709.87,760.02,20177.2,0.0,33.97,,18.52,721.41
2021-02-09 23:00:00+00:00,,80.35,1571.31,761.26,20090.27,0.0,34.33,,20.29,695.62
2021-02-10 00:00:00+00:00,,80.39,1394.02,772.61,19809.54,0.0,37.16,,18.45,601.3
2021-02-10 01:00:00+00:00,,80.07,1364.49,767.91,19572.64,0.0,39.11,,18.71,549.7
2021-02-10 02:00:00+00:00,,80.05,1357.05,758.83,19032.16,0.0,37.56,,19.67,614.44
2021-02-10 03:00:00+00:00,,80.1,1360.18,757.73,19077.24,0.0,34.4,,18.91,594.44
2021-02-10 04:00:00+00:00,,80.11,1511.61,756.98,19556.54,0.0,37.76,,18.7,590.35
2021-02-10 05:00:00+00:00,,80.21,1758.15,759.83,20293.35,0.0,37.35,,19.54,587.85
2021-02-10 06:00:00+00:00,,80.71,1774.29,785.96,21551.66,0.0,34.22,,19.82,600.45
2021-02-10 07:00:00+00:00,,102.01,1773.88,788.54,21718.39,0.0,29.76,,17.86,636.44
2021-02-10 08:00:00+00:00,,101.11,1764.27,791.74,21805.06,0.0,30.12,,20.91,597.56
2021-02-10 09:00:00+00:00,,101.11,1758.68,790.85,21843.46,0.0,25.36,,17.46,645.37
2021-02-10 10:00:00+00:00,,90.78,1758.47,794.09,21697.61,0.0,24.34,,17.55,658.06
2021-02-10 11:00:00+00:00,,79.91,1747.62,792.56,21350.78,0.0,34.3,,17.38,632.89
2021-02-10 12:00:00+00:00,,80.05,1759.84,789.13,21181.99,0.0,36.43,,17.66,709.86
2021-02-10 13:00:00+00:00,,80.04,1763.33,784.53,21342.24,0.0,32.29,,17.56,688.72
2021-02-10 14:00:00+00:00,,79.76,1751.38,786.53,21173.73,0.0,29.33,,17.06,651.89
2021-02-10 15:00:00+00:00,,80.58,1720.9,786.43,21192.42,0.0,37.22,,17.66,682.3
2021-02-10 16:00:00+00:00,,80.01,1763.51,788.05,21524.97,0.0,38.88,,17.7,804.79
2021-02-10 17:00:00+00:00,,101.26,1766.09,798.63,21510.54,0.0,38.74,,18.54,937.74
2021-02-10 18:00:00+00:00,,81.47,1762.9,791.2,21191.71,0.0,40.05,,20.59,839.92
2021-02-10 19:00:00+00:00,,79.65,1689.33,795.59,20328.81,0.0,37.19,,21.51,928.61
2021-02-10 20:00:00+00:00,,79.51,1492.79,815.5,19811.62,0.0,36.61,,18.02,906.58
2021-02-10 21:00:00+00:00,,79.52,1665.65,787.12,20174.47,0.0,40.68,,20.72,963.47
2021-02-10 22:00:00+00:00,,79.66,1716.63,767.97,20336.59,0.0,37.35,,20.82,1070.91
2021-02-10 23:00:00+00:00,,79.65,1688.64,774.28,19555.6,0.0,36.93,,22.13,1082.75
2021-02-11 00:00:00+00:00,,79.75,1671.82,776.95,19514.99,0.0,35.36,,20.5,1193.14
2021-02-11 01:00:00+00:00,,79.68,1679.74,775.64,19609.99,0.0,38.92,,18.99,1173.06
2021-02-11 02:00:00+00:00,,79.54,1681.67,762.76,19621.15,0.0,39.63,,19.75,1163.24
2021-02-11 03:00:00+00:00,,79.54,1664.65,763.01,19408.33,0.0,38.54,,22.56,1146.26
2021-02-11 04:00:00+00:00,,79.54,1674.06,757.42,19729.8,0.0,37.95,,24.61,1085.46
2021-02-11 05:00:00+00:00,,79.1,1624.68,787.66,20031.4,0.0,37.65,,21.95,1107.35
2021-02-11 06:00:00+00:00,,80.73,1688.75,807.09,20732.63,0.0,37.81,,20.87,1011.03
2021-02-11 07:00:00+00:00,,80.64,1737.39,812.63,20623.74,0.0,36.72,,18.21,1050.96
2021-02-11 08:00:00+00:00,,80.54,1735.84,789.28,20747.89,0.0,34.78,,18.37,1022.21
2021-02-11 09:00:00+00:00,,80.6,1746.0,781.29,20663.32,0.0,37.76,,18.0,935.06
2021-02-11 10:00:00+00:00,,80.58,1747.22,787.85,20644.87,0.0,37.96,,19.15,848.14
2021-02-11 11:00:00+00:00,,80.61,1752.1,804.05,20468.13,0.0,36.69,,19.88,769.87
2021-02-11 12:00:00+00:00,,80.86,1726.0,804.5,20297.41,0.0,37.01,,19.42,653.95
2021-02-11 13:00:00+00:00,,80.63,1715.71,817.5,19958.69,0.0,35.51,,22.08,645.82
2021-02-11 14:00:00+00:00,,80.41,1678.24,815.38,19691.28,0.0,38.15,,19.94,743.47
2021-02-11 15:00:00+00:00,,80.49,1672.41,815.4,19813.67,0.0,38.88,,20.41,829.0
2021-02-11 16:00:00+00:00,,80.4,1678.74,812.5,20597.56,0.0,36.5,,20.97,939.16
2021-02-11 17:00:00+00:00,,80.37,1705.69,817.62,20690.09,0.0,39.42,,22.45,1023.01
2021-02-11 18:00:00+00:00,,80.47,1654.01,812.01,20255.87,0.0,36.25,,23.26,1011.66
2021-02-11 19:00:00+00:00,,80.61,1655.78,813.14,20021.01,0.0,36.41,,19.34,999.38
2021-02-11 20:00:00+00:00,,80.48,1663.21,796.45,19554.13,0.0,38.46,,18.11,1121.2
2021-02-11 21:00:00+00:00,,80.44,1554.13,781.89,19174.35,0.0,34.65,,21.41,1278.23
2021-02-11 22:00:00+00:00,,80.38,1561.32,762.96,18897.7,0.0,36.19,,18.44,1381.95
2021-02-11 23:00:00+00:00,,80.36,1401.36,763.71,18924.99,0.0,37.26,,22.92,1384.83
2021-02-12 00:00:00+00:00,,80.57,1471.71,759.24,18593.8,0.0,37.85,,18.54,1392.12
2021-02-12 01:00:00+00:00,,80.39,1478.32,751.22,18461.11,0.0,37.85,,19.27,1437.66
2021-02-12 02:00:00+00:00,,80.31,1265.45,744.6,18112.89,0.0,40.24,,23.58,1571.89
2021-02-12 03:00:00+00:00,,80.47,1111.62,745.18,17721.21,0.0,35.3,,22.63,1519.17
2021-02-12 04:00:00+00:00,,80.46,1128.41,739.43,18336.47,0.0,35.69,,19.23,1370.38
2021-02-12 05:00:00+00:00,,80.34,1334.73,756.38,19144.51,0.0,37.3,,19.96,1354.15
2021-02-12 06:00:00+00:00,,80.59,1515.07,765.47,19867.78,0.0,37.94,,19.04,1402.86
2021-02-12 07:00:00+00:00,,80.52,1594.34,754.08,20321.57,0.0,33.13,,18.01,1366.25
2021-02-12 08:00:00+00:00,,80.45,1615.1,751.27,20313.95,0.0,36.39,,17.89,1372.82
2021-02-12 09:00:00+00:00,,80.5,1536.41,758.28,20211.5,0.0,34.88,,18.46,1303.51
2021-02-12 10:00:00+00:00,,80.48,1526.03,769.57,20392.29,0.0,34.74,,18.65,1185.42
2021-02-12 11:00:00+00:00,,80.54,1522.73,754.1,20444.35,0.0,40.07,,19.5,1144.87
2021-02-12 12:00:00+00:00,,80.57,1484.88,739.9,19903.26,0.0,31.26,,21.0,1157.03
2021-02-12 13:00:00+00:00,,80.5,1440.06,740.81,19739.54,0.0,32.52,,20.21,1141.02
2021-02-12 14:00:00+00:00,,80.55,1381.07,723.3,19593.24,0.0,34.53,,19.58,1179.77
2021-02-12 15:00:00+00:00,,80.95,1437.47,727.25,20049.7,0.0,36.16,,18.9,1203.84
2021-02-12 16:00:00+00:00,,80.43,1431.55,722.74,20263.31,0.0,36.01,,19.99,1191.95
2021-02-12 17:00:00+00:00,,80.55,1434.65,722.12,20215.87,0.0,37.93,,18.65,1031.76
2021-02-12 18:00:00+00:00,,80.58,1435.54,713.61,20293.04,0.0,35.65,,18.71,976.96
2021-02-12 19:00:00+00:00,,80.47,1469.31,707.42,19895.03,0.0,34.96,,19.93,978.76
2021-02-12 20:00:00+00:00,,80.58,1463.47,705.52,19252.56,0.0,37.18,,18.83,1041.84
2021-02-12 21:00:00+00:00,,80.67,1421.11,699.92,19040.82,0.0,33.17,,20.13,1090.88
2021-02-12 22:00:00+00:00,,80.68,992.99,697.25,18312.63,0.0,26.05,,19.64,1093.14
2021-02-12 23:00:00+00:00,,81.0,1133.46,678.94,17353.76,0.0,31.08,,19.84,1112.35
2021-02-13 00:00:00+00:00,,83.76,903.79,673.61,17378.88,0.0,37.34,,20.4,1286.35
2021-02-13 01:00:00+00:00,,88.08,947.05,671.79,17629.76,0.0,34.79,,20.28,1348.62
2021-02-13 02:00:00+00:00,,87.35,815.94,674.31,17364.96,0.0,29.59,,24.68,1358.67
2021-02-13 03:00:00+00:00,,82.96,882.69,666.44,16982.42,0.0,34.28,,21.21,1331.97
2021-02-13 04:00:00+00:00,,84.63,860.98,670.92,16975.09,0.0,34.31,,22.4,1269.79
2021-02-13 05:00:00+00:00,,82.85,852.06,671.75,17103.99,0.0,36.56,,22.9,1244.22
2021-02-13 06:00:00+00:00,,81.1,1311.67,675.1,18596.18,0.0,35.67,,21.19,1233.08
2021-02-13 07:00:00+00:00,,81.51,1428.49,693.27,19611.56,0.0,32.62,,21.96,1154.4
2021-02-13 08:00:00+00:00,,80.62,1447.0,695.35,19782.03,0.0,32.73,,20.79,1106.78
2021-02-13 09:00:00+00:00,,80.49,1461.26,689.37,19961.67,0.0,38.5,,20.87,1087.98
2021-02-13 10:00:00+00:00,,80.52,1463.73,686.91,20337.33,0.0,37.71,,19.97,1068.46
2021-02-13 11:00:00+00:00,,80.77,1377.23,695.35,19833.36,0.0,38.03,,20.93,1098.87
2021-02-13 12:00:00+00:00,,80.83,1037.12,702.69,18899.32,0.0,35.76,,22.15,1105.33
2021-02-13 13:00:00+00:00,,81.03,906.43,691.32,18495.34,0.0,36.82,,21.46,1114.68
2021-02-13 14:00:00+00:00,,83.45,1120.92,704.41,18978.4,0.0,33.8,,20.42,988.44
2021-02-13 15:00:00+00:00,,90.48,1450.35,702.0,19809.87,0.0,36.96,,20.9,952.37
2021-02-13 16:00:00+00:00,,90.79,1540.1,696.34,20033.92,0.0,26.35,,21.86,1050.34
2021-02-13 17:00:00+00:00,,89.77,1549.74,694.99,20202.25,0.0,33.44,,21.42,1071.18
2021-02-13 18:00:00+00:00,,90.35,1543.43,696.46,19977.2,0.0,32.89,,21.96,1062.38
2021-02-13 19:00:00+00:00,,91.25,1542.27,698.56,19780.26,0.0,33.67,,21.03,1024.88
2021-02-13 20:00:00+00:00,,89.49,1284.24,689.82,18966.69,0.0,30.09,,20.46,1001.31
2021-02-13 21:00:00+00:00,,90.08,1146.35,683.62,18622.0,0.0,30.4,,20.49,959.36
2021-02-13 22:00:00+00:00,,85.17,862.21,684.9,17800.56,0.0,32.28,,20.87,935.7
2021-02-13 23:00:00+00:00,,82.39,999.82,676.68,17184.11,0.0,32.75,,20.83,965.21
2021-02-14 00:00:00+00:00,,89.92,746.28,668.41,16638.36,0.0,30.11,,25.71,1104.61
2021-02-14 01:00:00+00:00,,90.87,706.39,655.04,16127.23,0.0,31.54,,25.78,1059.36
2021-02-14 02:00:00+00:00,,90.92,705.8,651.78,15932.36,0.0,34.79,,25.84,1056.21
2021-02-14 03:00:00+00:00,,91.0,696.01,650.94,15830.08,0.0,33.6,,25.88,1100.54
2021-02-14 04:00:00+00:00,,90.52,693.11,649.49,15685.29,0.0,35.83,,26.04,1150.83
2021-02-14 05:00:00+00:00,,91.72,786.0,650.89,15877.8,0.0,33.99,,25.59,1159.09
2021-02-14 06:00:00+00:00,,91.3,906.53,653.24,16951.71,0.0,32.28,,20.67,1244.01
2021-02-14 07:00:00+00:00,,91.39,1124.79,678.84,18203.93,0.0,31.34,,19.93,1284.51
2021-02-14 08:00:00+00:00,,91.51,1161.24,679.78,18733.89,0.0,31.03,,19.56,1278.19
2021-02-14 09:00:00+00:00,,91.29,1162.15,666.51,18996.08,0.0,29.0,,19.2,1319.36
2021-02-14 10:00:00+00:00,,91.57,1138.48,665.78,18939.21,0.0,31.53,,19.83,1356.99
2021-02-14 11:00:00+00:00,,91.59,1002.38,670.52,18220.34,0.0,27.16,,22.61,1427.1
2021-02-14 12:00:00+00:00,,91.39,742.96,671.08,16975.74,0.0,18.51,,23.32,1419.53
2021-02-14 13:00:00+00:00,,91.16,668.97,674.99,16649.34,0.0,26.84,,19.5,1604.04
2021-02-14 14:00:00+00:00,,87.51,673.8,681.98,16880.35,0.0,32.25,,20.18,1753.55
2021-02-14 15:00:00+00:00,,88.6,923.33,703.19,18063.98,0.0,34.25,,18.76,1781.67
2021-02-14 16:00:00+00:00,,88.25,1552.75,692.79,19931.56,0.0,31.27,,19.54,1812.99
2021-02-14 17:00:00+00:00,,86.57,1582.44,693.9,20410.41,0.0,33.56,,20.49,1979.86
2021-02-14 18:00:00+00:00,,83.93,1567.79,689.77,20272.3,0.0,35.13,,20.16,2037.41
2021-02-14 19:00:00+00:00,,80.55,1286.3,673.41,19531.79,0.0,34.64,,20.46,2134.71
2021-02-14 20:00:00+00:00,,80.14,1073.75,661.66,18498.75,0.0,35.79,,21.21,2207.11
2021-02-14 21:00:00+00:00,,80.33,1094.18,662.85,18018.43,0.0,35.94,,20.3,2224.31
2021-02-14 22:00:00+00:00,,80.18,707.56,655.7,16963.67,0.0,36.82,,23.21,2242.35
2021-02-14 23:00:00+00:00,,80.37,469.75,647.08,15420.08,0.0,32.55,,24.59,2266.67
2021-02-15 00:00:00+00:00,,80.25,400.15,656.51,14533.16,0.0,36.3,,28.97,2350.01
2021-02-15 01:00:00+00:00,,77.8,404.92,660.62,13926.4,0.0,36.67,,28.56,2387.1
2021-02-15 02:00:00+00:00,,79.34,433.69,660.23,13438.3,0.0,37.26,,30.0,2358.02
2021-02-15 03:00:00+00:00,,80.77,475.33,666.82,13996.79,0.0,38.4,,26.64,2347.19
2021-02-15 04:00:00+00:00,,80.66,646.34,676.57,16026.59,0.0,38.32,,25.8,2336.5
2021-02-15 05:00:00+00:00,,80.36,1015.08,678.65,18381.17,0.0,36.73,,23.47,2204.54
2021-02-15 06:00:00+00:00,,78.47,1561.92,706.84,19797.62,0.0,33.65,,24.02,2196.77
2021-02-15 07:00:00+00:00,,79.27,1370.61,737.58,19924.05,0.0,29.85,,18.35,2219.4
2021-02-15 08:00:00+00:00,,79.54,1341.4,736.79,19704.75,0.0,32.66,,17.99,2105.93
2021-02-15 09:00:00+00:00,,79.28,1293.17,734.81,19699.02,0.0,31.08,,17.18,1941.03
2021-02-15 10:00:00+00:00,,84.26,1313.08,747.39,20254.24,0.0,33.28,,18.17,1810.43
2021-02-15 11:00:00+00:00,,85.84,1301.78,741.17,20730.19,0.0,28.49,,19.1,1654.16
2021-02-15 12:00:00+00:00,,85.87,1455.16,723.18,20628.84,0.0,29.74,,22.05,1595.72
2021-02-15 13:00:00+00:00,,15.62,1022.46,474.38,11962.44,0.0,,,16.63,773.02
2021-02-15 14:00:00+00:00,,86.16,1482.49,708.91,20511.51,0.0,33.34,,22.05,1365.07
2021-02-15 15:00:00+00:00,,86.71,1493.52,728.37,20802.36,0.0,35.78,,23.47,1317.26
2021-02-15 16:00:00+00:00,,86.71,1519.4,732.02,21174.35,0.0,34.97,,24.32,1220.39
2021-02-15 17:00:00+00:00,,86.7,1495.98,731.78,21153.32,0.0,34.98,,23.37,1159.31
2021-02-15 18:00:00+00:00,,86.73,1465.27,727.85,20729.73,0.0,36.16,,23.19,1093.23
2021-02-15 19:00:00+00:00,,86.73,1472.11,726.18,20499.23,0.0,37.1,,20.56,919.51
2021-02-15 20:00:00+00:00,,86.66,1453.46,718.95,19609.61,0.0,35.68,,20.55,891.01
2021-02-15 21:00:00+00:00,,86.88,1425.84,707.54,19152.79,0.0,32.69,,23.11,972.47
2021-02-15 22:00:00+00:00,,87.93,1343.02,696.19,18283.36,0.0,33.28,,21.21,954.35
2021-02-15 23:00:00+00:00,,81.65,1494.91,710.33,18688.72,0.0,26.65,,25.12,799.96
2021-02-16 00:00:00+00:00,,77.7,1420.05,698.37,18184.13,0.0,29.56,,21.0,786.57
2021-02-16 01:00:00+00:00,,77.64,1236.94,701.46,17719.85,0.0,31.61,,18.69,822.85
2021-02-16 02:00:00+00:00,,77.62,1062.04,716.78,17189.87,0.0,32.36,,20.85,888.72
2021-02-16 03:00:00+00:00,,77.64,1039.19,733.71,16953.02,0.0,35.96,,21.04,979.81
2021-02-16 04:00:00+00:00,,78.07,1280.23,728.86,18253.82,0.0,34.66,,25.65,1101.49
2021-02-16 05:00:00+00:00,,78.02,1471.18,723.78,20033.01,0.0,32.73,,24.96,1193.57
2021-02-16 06:00:00+00:00,,77.61,1477.4,741.8,20790.98,0.0,29.15,,18.95,1362.75
2021-02-16 07:00:00+00:00,,77.55,1480.16,740.68,20833.45,0.0,27.83,,17.76,1645.95
2021-02-16 08:00:00+00:00,,78.02,1520.72,739.88,20880.23,0.0,27.51,,20.69,1905.77
2021-02-16 09:00:00+00:00,,78.8,1540.26,737.06,21062.73,0.0,20.9,,18.4,2157.86
2021-02-16 10:00:00+00:00,,79.74,1530.93,736.52,21154.11,0.0,17.2,,22.0,2218.63
2021-02-16 11:00:00+00:00,,78.6,1525.37,734.84,20755.1,0.0,14.44,,17.63,2229.43
2021-02-16 12:00:00+00:00,,77.49,1584.59,723.91,20708.67,0.0,13.88,,29.68,2328.96
2021-02-16 13:00:00+00:00,,77.78,1614.01,723.63,20677.88,0.0,15.04,,27.92,2346.0
2021-02-16 14:00:00+00:00,,78.63,1559.18,723.05,20303.76,0.0,13.91,,22.64,2368.24
2021-02-16 15:00:00+00:00,,79.97,1544.8,732.56,20249.05,0.0,14.22,,21.59,2372.19
2021-02-16 16:00:00+00:00,,77.91,1492.14,734.48,20519.51,0.0,14.23,,21.23,2346.41
2021-02-16 17:00:00+00:00,,78.69,1449.86,735.87,20571.7,0.0,19.85,,23.96,2354.85
2021-02-16 18:00:00+00:00,,77.62,1444.71,736.38,20476.46,0.0,20.96,,24.17,2325.84
2021-02-16 19:00:00+00:00,,77.78,1452.41,733.67,20024.39,0.0,19.83,,21.59,2298.92
2021-02-16 20:00:00+00:00,,77.43,1540.74,735.03,19326.8,0.0,18.43,,20.7,2286.69
2021-02-16 21:00:00+00:00,,77.69,1346.15,726.15,18563.94,0.0,20.59,,18.04,2281.45
2021-02-16 22:00:00+00:00,,77.71,1190.35,719.09,17400.72,0.0,24.01,,22.36,2331.08
2021-02-16 23:00:00+00:00,,77.63,1010.24,723.1,17163.09,0.0,9.66,,19.69,2328.22
2021-02-17 00:00:00+00:00,,77.59,851.1,717.68,17125.5,0.0,14.47,,18.74,2376.51
2021-02-17 01:00:00+00:00,,77.72,685.76,717.19,16576.45,0.0,14.32,,20.0,2345.23
2021-02-17 02:00:00+00:00,,80.23,634.52,718.28,15451.03,0.0,16.71,,18.84,2322.88
2021-02-17 03:00:00+00:00,,107.62,588.44,725.12,15289.49,0.0,17.22,,20.66,2300.7
2021-02-17 04:00:00+00:00,,77.8,621.15,723.73,15639.84,0.0,19.69,,20.48,2206.16
2021-02-17 05:00:00+00:00,,77.11,704.33,725.72,16781.56,0.0,17.5,,20.53,2154.99
2021-02-17 06:00:00+00:00,,77.5,1425.38,737.47,19962.26,0.0,17.06,,20.73,2170.02
2021-02-17 07:00:00+00:00,,78.44,1448.2,735.84,20703.55,0.0,19.4,,19.93,2165.97
2021-02-17 08:00:00+00:00,,85.7,1587.55,735.49,20938.0,0.0,18.87,,19.83,2166.34
2021-02-17 09:00:00+00:00,,86.78,1612.72,736.13,20981.17,0.0,15.08,,19.35,2158.48
2021-02-17 10:00:00+00:00,,83.01,1539.58,730.46,20274.33,0.0,18.5,,19.39,2151.51
2021-02-17 11:00:00+00:00,,86.07,1486.6,731.52,19302.75,0.0,18.56,,19.24,2165.69
2021-02-17 12:00:00+00:00,,69.88,1352.82,725.16,19039.93,0.0,16.35,,18.78,2167.48
2021-02-17 13:00:00+00:00,,84.83,1420.8,722.66,19064.16,0.0,18.62,,20.1,2209.91
2021-02-17 14:00:00+00:00,,85.09,1493.24,718.87,19620.36,0.0,18.12,,19.67,2243.45
