,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore,Hydro Pumped Storage Net
2023-05-26 01:00:00+00:00,311.0,441.0,0.0,31.0,4.0,30.0,0.0,24.0,3170.0,-429.0
2023-05-26 02:00:00+00:00,314.0,435.0,0.0,30.0,4.0,29.0,0.0,21.0,3052.0,-886.0
2023-05-26 03:00:00+00:00,315.0,439.0,0.0,28.0,4.0,29.0,0.0,15.0,2911.0,-933.0
2023-05-26 04:00:00+00:00,321.0,456.0,0.0,29.0,4.0,28.0,0.0,21.0,2684.0,-221.0
2023-05-26 05:00:00+00:00,321.0,516.0,0.0,30.0,67.0,28.0,13.0,19.0,2604.0,382.0
2023-05-26 06:00:00+00:00,321.0,558.0,0.0,34.0,67.0,29.0,148.0,16.0,2546.0,384.0
2023-05-26 07:00:00+00:00,323.0,589.0,0.0,48.0,29.0,30.0,322.0,14.0,2288.0,126.0
2023-05-26 08:00:00+00:00,322.0,340.0,0.0,167.0,11.0,29.0,550.0,18.0,2196.0,-202.0
2023-05-26 09:00:00+00:00,323.0,272.0,0.0,166.0,10.0,30.0,807.0,3.0,2515.0,-588.0
2023-05-26 10:00:00+00:00,323.0,270.0,0.0,151.0,4.0,30.0,1022.0,4.0,3090.0,-1162.0
2023-05-26 11:00:00+00:00,328.0,272.0,0.0,180.0,3.0,30.0,1081.0,8.0,3514.0,-1363.0
2023-05-26 12:00:00+00:00,325.0,254.0,0.0,181.0,3.0,30.0,1102.0,8.0,3878.0,-1623.0
2023-05-26 13:00:00+00:00,329.0,236.0,0.0,242.0,16.0,30.0,1098.0,8.0,3673.0,-1059.0
2023-05-26 14:00:00+00:00,329.0,235.0,0.0,235.0,3.0,31.0,938.0,7.0,3377.0,-725.0
2023-05-26 15:00:00+00:00,323.0,381.0,0.0,197.0,3.0,30.0,821.0,9.0,3210.0,-458.0
2023-05-26 16:00:00+00:00,317.0,544.0,0.0,31.0,3.0,31.0,648.0,7.0,3090.0,-374.0
2023-05-26 17:00:00+00:00,319.0,603.0,0.0,37.0,4.0,31.0,462.0,18.0,2925.0,-679.0
2023-05-26 18:00:00+00:00,333.0,822.0,0.0,208.0,212.0,31.0,183.0,17.0,2538.0,77.0
2023-05-26 19:00:00+00:00,341.0,887.0,0.0,533.0,144.0,30.0,22.0,22.0,2101.0,1645.0
2023-05-26 20:00:00+00:00,352.0,851.0,0.0,594.0,151.0,31.0,0.0,11.0,2068.0,1629.0
2023-05-26 21:00:00+00:00,353.0,847.0,0.0,156.0,25.0,31.0,0.0,4.0,2160.0,1042.0
2023-05-26 22:00:00+00:00,348.0,785.0,0.0,144.0,18.0,27.0,0.0,3.0,2382.0,140.0
2023-05-26 23:00:00+00:00,351.0,825.0,0.0,38.0,4.0,30.0,0.0,5.0,2300.0,-339.0
2023-05-27 00:00:00+00:00,351.0,802.0,0.0,34.0,3.0,30.0,0.0,7.0,2075.0,-80.0
2023-05-27 01:00:00+00:00,352.0,768.0,0.0,34.0,3.0,30.0,0.0,3.0,1904.0,-377.0
2023-05-27 02:00:00+00:00,351.0,749.0,0.0,34.0,3.0,30.0,0.0,0.0,1740.0,-379.0
2023-05-27 03:00:00+00:00,347.0,746.0,0.0,31.0,3.0,30.0,0.0,0.0,1712.0,-226.0
2023-05-27 04:00:00+00:00,347.0,772.0,0.0,33.0,3.0,29.0,0.0,0.0,1646.0,-187.0
2023-05-27 05:00:00+00:00,347.0,769.0,0.0,32.0,3.0,30.0,13.0,0.0,1496.0,-432.0
2023-05-27 06:00:00+00:00,349.0,787.0,0.0,76.0,3.0,30.0,130.0,0.0,1123.0,-181.0
2023-05-27 07:00:00+00:00,349.0,811.0,0.0,227.0,11.0,30.0,402.0,0.0,941.0,-360.0
2023-05-27 08:00:00+00:00,349.0,767.0,0.0,263.0,4.0,30.0,669.0,0.0,790.0,56.0
2023-05-27 09:00:00+00:00,343.0,805.0,0.0,305.0,9.0,31.0,663.0,0.0,627.0,362.0
2023-05-27 10:00:00+00:00,340.0,796.0,0.0,293.0,3.0,31.0,771.0,0.0,558.0,129.0
2023-05-27 11:00:00+00:00,344.0,694.0,0.0,277.0,3.0,30.0,850.0,0.0,579.0,-79.0
2023-05-27 12:00:00+00:00,345.0,676.0,0.0,231.0,3.0,30.0,928.0,0.0,459.0,-391.0
2023-05-27 13:00:00+00:00,341.0,698.0,0.0,238.0,3.0,31.0,956.0,1.0,468.0,-812.0
2023-05-27 14:00:00+00:00,334.0,765.0,0.0,112.0,3.0,31.0,798.0,2.0,374.0,-897.0
2023-05-27 15:00:00+00:00,338.0,822.0,0.0,83.0,3.0,31.0,700.0,4.0,277.0,-539.0
2023-05-27 16:00:00+00:00,341.0,693.0,0.0,54.0,4.0,31.0,525.0,6.0,298.0,22.0
2023-05-27 17:00:00+00:00,344.0,725.0,0.0,74.0,50.0,31.0,320.0,6.0,347.0,463.0
2023-05-27 18:00:00+00:00,343.0,777.0,0.0,233.0,89.0,31.0,163.0,6.0,361.0,704.0
2023-05-27 19:00:00+00:00,343.0,796.0,0.0,633.0,158.0,31.0,24.0,5.0,338.0,1211.0
2023-05-27 20:00:00+00:00,342.0,744.0,0.0,780.0,126.0,31.0,0.0,1.0,536.0,1282.0
2023-05-27 21:00:00+00:00,339.0,796.0,0.0,251.0,71.0,31.0,0.0,1.0,624.0,358.0
2023-05-27 22:00:00+00:00,342.0,856.0,0.0,178.0,4.0,31.0,0.0,1.0,541.0,215.0
2023-05-27 23:00:00+00:00,343.0,847.0,0.0,153.0,3.0,31.0,0.0,0.0,373.0,243.0
2023-05-28 00:00:00+00:00,340.0,843.0,0.0,105.0,3.0,31.0,0.0,1.0,288.0,212.0
2023-05-28 01:00:00+00:00,335.0,847.0,0.0,60.0,3.0,30.0,0.0,0.0,272.0,180.0
2023-05-28 02:00:00+00:00,338.0,836.0,0.0,61.0,3.0,30.0,0.0,0.0,308.0,320.0
2023-05-28 03:00:00+00:00,339.0,845.0,0.0,65.0,3.0,30.0,0.0,0.0,384.0,299.0
2023-05-28 04:00:00+00:00,340.0,815.0,0.0,172.0,3.0,30.0,0.0,0.0,439.0,235.0
2023-05-28 05:00:00+00:00,337.0,823.0,0.0,121.0,3.0,30.0,18.0,0.0,511.0,79.0
2023-05-28 06:00:00+00:00,339.0,844.0,0.0,42.0,3.0,30.0,153.0,0.0,525.0,-63.0
2023-05-28 07:00:00+00:00,336.0,842.0,0.0,122.0,11.0,30.0,420.0,0.0,488.0,-723.0
2023-05-28 08:00:00+00:00,337.0,741.0,0.0,125.0,3.0,30.0,721.0,0.0,433.0,-953.0
2023-05-28 09:00:00+00:00,338.0,821.0,0.0,132.0,3.0,30.0,948.0,0.0,378.0,-1254.0
2023-05-28 10:00:00+00:00,336.0,836.0,0.0,144.0,3.0,30.0,1110.0,0.0,333.0,-1250.0
2023-05-28 11:00:00+00:00,347.0,839.0,0.0,170.0,7.0,31.0,1155.0,0.0,397.0,-1329.0
2023-05-28 12:00:00+00:00,345.0,808.0,0.0,285.0,68.0,31.0,1183.0,0.0,574.0,-846.0
2023-05-28 13:00:00+00:00,344.0,818.0,0.0,105.0,4.0,31.0,1151.0,0.0,749.0,-1177.0
2023-05-28 14:00:00+00:00,344.0,770.0,0.0,42.0,3.0,30.0,1091.0,0.0,1171.0,-1573.0
2023-05-28 15:00:00+00:00,340.0,733.0,0.0,46.0,3.0,31.0,919.0,0.0,1754.0,-1706.0
2023-05-28 16:00:00+00:00,349.0,765.0,0.0,45.0,3.0,31.0,747.0,0.0,2048.0,-1098.0
2023-05-28 17:00:00+00:00,347.0,840.0,0.0,62.0,4.0,31.0,426.0,0.0,2087.0,-627.0
2023-05-28 18:00:00+00:00,346.0,1096.0,0.0,86.0,66.0,31.0,159.0,0.0,1867.0,-90.0
2023-05-28 19:00:00+00:00,343.0,1366.0,0.0,481.0,140.0,31.0,24.0,0.0,1825.0,393.0
2023-05-28 20:00:00+00:00,344.0,1403.0,0.0,476.0,67.0,31.0,0.0,1.0,1599.0,881.0
2023-05-28 21:00:00+00:00,347.0,1487.0,0.0,276.0,67.0,31.0,0.0,1.0,1172.0,50.0
2023-05-28 22:00:00+00:00,346.0,1527.0,0.0,132.0,4.0,31.0,0.0,0.0,807.0,-156.0
2023-05-28 23:00:00+00:00,336.0,1749.0,0.0,83.0,3.0,31.0,0.0,0.0,701.0,-334.0
2023-05-29 00:00:00+00:00,339.0,2116.0,0.0,81.0,3.0,30.0,0.0,0.0,714.0,-1265.0
2023-05-29 01:00:00+00:00,337.0,2151.0,0.0,65.0,4.0,30.0,0.0,0.0,748.0,-1311.0
2023-05-29 02:00:00+00:00,335.0,2239.0,0.0,38.0,3.0,30.0,0.0,0.0,729.0,-1119.0
2023-05-29 03:00:00+00:00,324.0,2262.0,0.0,37.0,4.0,30.0,0.0,0.0,708.0,-595.0
2023-05-29 04:00:00+00:00,327.0,2251.0,0.0,117.0,25.0,29.0,0.0,0.0,715.0,-233.0
2023-05-29 05:00:00+00:00,331.0,2371.0,0.0,244.0,88.0,28.0,19.0,0.0,661.0,331.0
2023-05-29 06:00:00+00:00,333.0,2454.0,0.0,321.0,137.0,29.0,166.0,0.0,569.0,823.0
2023-05-29 07:00:00+00:00,332.0,2452.0,0.0,311.0,14.0,30.0,380.0,0.0,433.0,858.0
2023-05-29 08:00:00+00:00,325.0,2379.0,0.0,256.0,25.0,30.0,644.0,0.0,327.0,555.0
2023-05-29 09:00:00+00:00,321.0,2351.0,0.0,79.0,5.0,30.0,860.0,0.0,235.0,-380.0
2023-05-29 10:00:00+00:00,321.0,2334.0,0.0,70.0,4.0,30.0,947.0,0.0,185.0,-440.0
2023-05-29 11:00:00+00:00,318.0,2253.0,0.0,79.0,4.0,31.0,1010.0,0.0,195.0,-567.0
2023-05-29 12:00:00+00:00,321.0,2296.0,0.0,88.0,4.0,31.0,1006.0,0.0,256.0,-843.0
2023-05-29 13:00:00+00:00,321.0,2257.0,0.0,178.0,4.0,31.0,955.0,0.0,437.0,-477.0
2023-05-29 14:00:00+00:00,327.0,2202.0,0.0,63.0,4.0,31.0,801.0,0.0,687.0,-1015.0
2023-05-29 15:00:00+00:00,328.0,2261.0,0.0,51.0,4.0,31.0,696.0,0.0,856.0,-407.0
2023-05-29 16:00:00+00:00,332.0,2222.0,0.0,56.0,4.0,31.0,541.0,0.0,1099.0,-817.0
2023-05-29 17:00:00+00:00,330.0,2301.0,0.0,118.0,4.0,31.0,379.0,0.0,1106.0,-708.0
2023-05-29 18:00:00+00:00,328.0,2366.0,0.0,627.0,64.0,31.0,153.0,0.0,1130.0,305.0
2023-05-29 19:00:00+00:00,332.0,2284.0,0.0,1068.0,148.0,31.0,22.0,4.0,1117.0,1249.0
2023-05-29 20:00:00+00:00,334.0,2336.0,0.0,1074.0,120.0,31.0,0.0,0.0,842.0,863.0
2023-05-29 21:00:00+00:00,333.0,2324.0,0.0,563.0,68.0,31.0,0.0,0.0,669.0,167.0
2023-05-29 22:00:00+00:00,332.0,2338.0,0.0,516.0,6.0,31.0,0.0,0.0,483.0,21.0
2023-05-29 23:00:00+00:00,330.0,2335.0,0.0,340.0,4.0,31.0,0.0,0.0,391.0,-309.0
2023-05-30 00:00:00+00:00,332.0,2404.0,0.0,154.0,4.0,31.0,0.0,0.0,340.0,-560.0
2023-05-30 01:00:00+00:00,330.0,2537.0,0.0,128.0,4.0,30.0,0.0,0.0,267.0,-748.0
2023-05-30 02:00:00+00:00,331.0,2602.0,0.0,302.0,4.0,29.0,0.0,0.0,208.0,-665.0
2023-05-30 03:00:00+00:00,334.0,2637.0,0.0,188.0,4.0,30.0,0.0,0.0,177.0,-429.0
2023-05-30 04:00:00+00:00,328.0,2633.0,0.0,624.0,5.0,28.0,0.0,0.0,152.0,151.0
2023-05-30 05:00:00+00:00,324.0,2611.0,0.0,1199.0,66.0,27.0,16.0,0.0,140.0,432.0
2023-05-30 06:00:00+00:00,328.0,2621.0,0.0,1260.0,67.0,28.0,157.0,0.0,143.0,616.0
2023-05-30 07:00:00+00:00,333.0,2592.0,0.0,980.0,71.0,29.0,406.0,0.0,107.0,263.0
2023-05-30 08:00:00+00:00,334.0,2653.0,0.0,319.0,56.0,30.0,651.0,0.0,107.0,383.0
2023-05-30 09:00:00+00:00,333.0,2501.0,0.0,337.0,4.0,30.0,863.0,0.0,106.0,-290.0
2023-05-30 10:00:00+00:00,333.0,2506.0,0.0,348.0,4.0,30.0,977.0,0.0,117.0,-742.0
2023-05-30 11:00:00+00:00,334.0,2485.0,0.0,366.0,4.0,31.0,1110.0,0.0,150.0,-864.0
2023-05-30 12:00:00+00:00,323.0,2400.0,0.0,99.0,4.0,31.0,1176.0,0.0,255.0,-1402.0
2023-05-30 13:00:00+00:00,323.0,2217.0,0.0,79.0,4.0,31.0,1289.0,0.0,490.0,-1404.0
2023-05-30 14:00:00+00:00,334.0,2318.0,0.0,57.0,4.0,31.0,1181.0,0.0,662.0,-1424.0
2023-05-30 15:00:00+00:00,340.0,2447.0,0.0,56.0,4.0,31.0,1070.0,0.0,889.0,-1251.0
2023-05-30 16:00:00+00:00,339.0,2605.0,0.0,72.0,4.0,31.0,939.0,0.0,977.0,-973.0
2023-05-30 17:00:00+00:00,340.0,2635.0,0.0,507.0,4.0,31.0,605.0,0.0,829.0,-281.0
2023-05-30 18:00:00+00:00,349.0,2638.0,0.0,940.0,5.0,31.0,224.0,0.0,834.0,672.0
2023-05-30 19:00:00+00:00,350.0,2567.0,0.0,1022.0,140.0,31.0,26.0,0.0,819.0,926.0
2023-05-30 20:00:00+00:00,353.0,2586.0,0.0,1194.0,46.0,31.0,0.0,0.0,583.0,822.0
2023-05-30 21:00:00+00:00,355.0,2500.0,0.0,626.0,5.0,31.0,0.0,0.0,371.0,15.0
2023-05-30 22:00:00+00:00,350.0,2533.0,0.0,779.0,4.0,31.0,0.0,1.0,267.0,183.0
2023-05-30 23:00:00+00:00,345.0,2459.0,0.0,483.0,4.0,31.0,0.0,0.0,241.0,-43.0
2023-05-31 00:00:00+00:00,342.0,2565.0,0.0,136.0,4.0,31.0,0.0,0.0,194.0,-388.0
2023-05-31 01:00:00+00:00,340.0,2598.0,0.0,146.0,4.0,31.0,0.0,0.0,172.0,-127.0
2023-05-31 02:00:00+00:00,341.0,2556.0,0.0,239.0,4.0,31.0,0.0,0.0,153.0,-79.0
2023-05-31 03:00:00+00:00,340.0,2562.0,0.0,244.0,4.0,30.0,0.0,0.0,132.0,-79.0
2023-05-31 04:00:00+00:00,344.0,2548.0,0.0,398.0,10.0,29.0,0.0,0.0,117.0,460.0
2023-05-31 05:00:00+00:00,343.0,2554.0,0.0,789.0,119.0,30.0,27.0,0.0,103.0,589.0
2023-05-31 06:00:00+00:00,340.0,2586.0,0.0,773.0,68.0,29.0,220.0,0.0,88.0,102.0
2023-05-31 07:00:00+00:00,344.0,2547.0,0.0,206.0,8.0,29.0,575.0,0.0,42.0,-131.0
2023-05-31 08:00:00+00:00,346.0,2300.0,0.0,65.0,4.0,30.0,940.0,0.0,17.0,-352.0
2023-05-31 09:00:00+00:00,344.0,2231.0,0.0,132.0,4.0,31.0,1181.0,0.0,13.0,-515.0
2023-05-31 10:00:00+00:00,341.0,2296.0,0.0,77.0,4.0,30.0,1286.0,0.0,14.0,-531.0
2023-05-31 11:00:00+00:00,332.0,2084.0,0.0,76.0,4.0,31.0,1325.0,0.0,24.0,-366.0
2023-05-31 12:00:00+00:00,334.0,2149.0,0.0,189.0,4.0,31.0,1321.0,0.0,66.0,-474.0
2023-05-31 13:00:00+00:00,335.0,2016.0,0.0,73.0,5.0,31.0,1277.0,1.0,160.0,-518.0
2023-05-31 14:00:00+00:00,337.0,2129.0,0.0,64.0,6.0,31.0,1284.0,2.0,254.0,-535.0
2023-05-31 15:00:00+00:00,334.0,2274.0,0.0,61.0,6.0,32.0,1141.0,2.0,402.0,-484.0
2023-05-31 16:00:00+00:00,331.0,2359.0,0.0,80.0,6.0,33.0,888.0,5.0,701.0,-312.0
2023-05-31 17:00:00+00:00,330.0,2612.0,0.0,133.0,9.0,33.0,581.0,7.0,812.0,-100.0
2023-05-31 18:00:00+00:00,338.0,2655.0,0.0,1149.0,91.0,34.0,236.0,11.0,921.0,1081.0
2023-05-31 19:00:00+00:00,337.0,2587.0,0.0,1379.0,74.0,34.0,29.0,7.0,879.0,1547.0
2023-05-31 20:00:00+00:00,332.0,2587.0,0.0,1272.0,67.0,33.0,0.0,4.0,774.0,1358.0
2023-05-31 21:00:00+00:00,339.0,2553.0,0.0,1220.0,31.0,34.0,0.0,6.0,658.0,150.0
2023-05-31 22:00:00+00:00,338.0,2345.0,0.0,582.0,6.0,34.0,0.0,6.0,502.0,255.0
2023-05-31 23:00:00+00:00,342.0,2476.0,0.0,415.0,6.0,34.0,0.0,4.0,339.0,-9.0
2023-06-01 00:00:00+00:00,342.0,2566.0,0.0,396.0,6.0,34.0,0.0,4.0,326.0,-16.0
2023-06-01 01:00:00+00:00,339.0,2422.0,0.0,412.0,6.0,34.0,0.0,4.0,286.0,-17.0
2023-06-01 02:00:00+00:00,340.0,2341.0,0.0,270.0,6.0,33.0,0.0,3.0,255.0,-17.0
2023-06-01 03:00:00+00:00,341.0,2421.0,0.0,474.0,6.0,34.0,0.0,1.0,250.0,-17.0
2023-06-01 04:00:00+00:00,340.0,2600.0,0.0,670.0,7.0,32.0,0.0,1.0,255.0,20.0
2023-06-01 05:00:00+00:00,343.0,2569.0,0.0,1443.0,69.0,33.0,34.0,0.0,263.0,1144.0
2023-06-01 06:00:00+00:00,335.0,2600.0,0.0,1485.0,67.0,32.0,226.0,1.0,232.0,928.0
2023-06-01 07:00:00+00:00,328.0,2484.0,0.0,767.0,10.0,33.0,506.0,1.0,152.0,187.0
2023-06-01 08:00:00+00:00,328.0,2311.0,0.0,689.0,5.0,34.0,760.0,0.0,108.0,168.0
2023-06-01 09:00:00+00:00,325.0,2323.0,0.0,438.0,5.0,33.0,1037.0,0.0,77.0,-24.0
2023-06-01 10:00:00+00:00,323.0,2232.0,0.0,240.0,5.0,34.0,1238.0,0.0,62.0,-224.0
2023-06-01 11:00:00+00:00,326.0,2263.0,0.0,134.0,5.0,34.0,1305.0,0.0,129.0,10.0
2023-06-01 12:00:00+00:00,324.0,2326.0,0.0,56.0,5.0,33.0,1257.0,1.0,288.0,-356.0
2023-06-01 13:00:00+00:00,317.0,2241.0,0.0,54.0,4.0,34.0,1139.0,1.0,542.0,-363.0
2023-06-01 14:00:00+00:00,314.0,2287.0,0.0,72.0,2.0,33.0,1003.0,1.0,749.0,-355.0
2023-06-01 15:00:00+00:00,311.0,2265.0,0.0,84.0,7.0,33.0,826.0,1.0,1053.0,-357.0
2023-06-01 16:00:00+00:00,309.0,2556.0,0.0,285.0,80.0,33.0,569.0,0.0,1190.0,592.0
2023-06-01 17:00:00+00:00,300.0,2609.0,0.0,787.0,84.0,32.0,364.0,0.0,972.0,1315.0
2023-06-01 18:00:00+00:00,301.0,2617.0,0.0,1188.0,119.0,32.0,151.0,0.0,857.0,1625.0
2023-06-01 19:00:00+00:00,306.0,2556.0,0.0,1217.0,184.0,32.0,25.0,0.0,993.0,1079.0
2023-06-01 20:00:00+00:00,308.0,2561.0,0.0,1127.0,200.0,31.0,0.0,1.0,992.0,1163.0
2023-06-01 21:00:00+00:00,310.0,2566.0,0.0,869.0,74.0,31.0,0.0,2.0,1071.0,308.0
2023-06-01 22:00:00+00:00,314.0,2513.0,0.0,728.0,5.0,32.0,0.0,0.0,936.0,109.0
2023-06-01 23:00:00+00:00,316.0,2383.0,0.0,941.0,5.0,32.0,0.0,0.0,769.0,-1.0
2023-06-02 00:00:00+00:00,315.0,1970.0,0.0,558.0,5.0,33.0,0.0,0.0,865.0,-162.0
2023-06-02 01:00:00+00:00,314.0,1988.0,0.0,494.0,5.0,33.0,0.0,0.0,816.0,-385.0
2023-06-02 02:00:00+00:00,310.0,2044.0,0.0,709.0,5.0,33.0,0.0,0.0,708.0,-9.0
2023-06-02 03:00:00+00:00,312.0,2006.0,0.0,775.0,5.0,32.0,0.0,0.0,644.0,-7.0
2023-06-02 04:00:00+00:00,311.0,2579.0,0.0,901.0,5.0,32.0,0.0,0.0,540.0,145.0
2023-06-02 05:00:00+00:00,304.0,2578.0,0.0,950.0,5.0,32.0,22.0,1.0,518.0,455.0
2023-06-02 06:00:00+00:00,308.0,2619.0,0.0,1042.0,5.0,32.0,207.0,1.0,461.0,411.0
2023-06-02 07:00:00+00:00,305.0,2559.0,0.0,1240.0,50.0,30.0,558.0,1.0,423.0,397.0
2023-06-02 08:00:00+00:00,309.0,2531.0,0.0,663.0,6.0,30.0,920.0,0.0,391.0,61.0
2023-06-02 09:00:00+00:00,308.0,2345.0,0.0,424.0,5.0,30.0,1212.0,0.0,320.0,-604.0
2023-06-02 10:00:00+00:00,311.0,2300.0,0.0,243.0,5.0,32.0,1289.0,0.0,196.0,-420.0
2023-06-02 11:00:00+00:00,307.0,2363.0,0.0,131.0,19.0,32.0,1261.0,0.0,142.0,-203.0
2023-06-02 12:00:00+00:00,310.0,2071.0,0.0,98.0,5.0,32.0,1189.0,0.0,125.0,-251.0
2023-06-02 13:00:00+00:00,311.0,2036.0,0.0,92.0,12.0,32.0,1138.0,0.0,206.0,-164.0
2023-06-02 14:00:00+00:00,310.0,2130.0,0.0,93.0,6.0,31.0,965.0,0.0,362.0,-300.0
2023-06-02 15:00:00+00:00,310.0,2325.0,0.0,75.0,6.0,30.0,759.0,0.0,476.0,-135.0
2023-06-02 16:00:00+00:00,305.0,2387.0,0.0,358.0,37.0,30.0,529.0,0.0,521.0,123.0
2023-06-02 17:00:00+00:00,306.0,2530.0,0.0,737.0,92.0,30.0,293.0,0.0,475.0,350.0
2023-06-02 18:00:00+00:00,303.0,2525.0,0.0,1147.0,253.0,30.0,147.0,0.0,409.0,958.0
2023-06-02 19:00:00+00:00,305.0,2495.0,0.0,1524.0,203.0,30.0,30.0,0.0,381.0,1471.0
2023-06-02 20:00:00+00:00,306.0,2459.0,0.0,1543.0,158.0,30.0,0.0,0.0,334.0,1396.0
2023-06-02 21:00:00+00:00,310.0,2489.0,0.0,1410.0,131.0,30.0,0.0,0.0,353.0,717.0
2023-06-02 22:00:00+00:00,312.0,2481.0,0.0,912.0,6.0,29.0,0.0,0.0,239.0,334.0
2023-06-02 23:00:00+00:00,313.0,2359.0,0.0,746.0,5.0,29.0,0.0,0.0,250.0,-127.0
2023-06-03 00:00:00+00:00,310.0,2265.0,0.0,836.0,5.0,30.0,0.0,0.0,296.0,-329.0
2023-06-03 01:00:00+00:00,312.0,2186.0,0.0,841.0,5.0,30.0,0.0,0.0,236.0,-248.0
2023-06-03 02:00:00+00:00,308.0,2208.0,0.0,745.0,5.0,30.0,0.0,0.0,165.0,278.0
2023-06-03 03:00:00+00:00,308.0,2122.0,0.0,690.0,5.0,30.0,0.0,0.0,127.0,118.0
2023-06-03 04:00:00+00:00,311.0,2201.0,0.0,551.0,5.0,29.0,0.0,1.0,103.0,18.0
2023-06-03 05:00:00+00:00,311.0,2171.0,0.0,572.0,5.0,29.0,30.0,1.0,79.0,-27.0
2023-06-03 06:00:00+00:00,313.0,1726.0,0.0,465.0,5.0,30.0,246.0,0.0,48.0,-387.0
2023-06-03 07:00:00+00:00,313.0,1388.0,0.0,81.0,10.0,29.0,605.0,0.0,23.0,-406.0
2023-06-03 08:00:00+00:00,314.0,1433.0,0.0,44.0,5.0,30.0,1000.0,0.0,19.0,-809.0
2023-06-03 09:00:00+00:00,315.0,1389.0,0.0,142.0,5.0,30.0,1264.0,0.0,24.0,-38.0
2023-06-03 10:00:00+00:00,309.0,1400.0,0.0,174.0,5.0,30.0,1427.0,0.0,25.0,-232.0
2023-06-03 11:00:00+00:00,311.0,1429.0,0.0,133.0,5.0,30.0,1461.0,0.0,57.0,-288.0
2023-06-03 12:00:00+00:00,313.0,1417.0,0.0,62.0,5.0,30.0,1384.0,1.0,124.0,-354.0
2023-06-03 13:00:00+00:00,309.0,1523.0,0.0,45.0,5.0,30.0,1190.0,1.0,200.0,-648.0
2023-06-03 14:00:00+00:00,308.0,1419.0,0.0,48.0,3.0,30.0,1186.0,2.0,369.0,-695.0
2023-06-03 15:00:00+00:00,309.0,1408.0,0.0,54.0,3.0,30.0,960.0,3.0,680.0,-760.0
2023-06-03 16:00:00+00:00,301.0,1398.0,0.0,99.0,5.0,30.0,642.0,5.0,931.0,-656.0
2023-06-03 17:00:00+00:00,304.0,1481.0,0.0,74.0,29.0,30.0,458.0,8.0,982.0,-15.0
2023-06-03 18:00:00+00:00,311.0,1696.0,0.0,233.0,70.0,30.0,192.0,6.0,1036.0,90.0
2023-06-03 19:00:00+00:00,311.0,1739.0,0.0,1339.0,143.0,29.0,30.0,4.0,975.0,298.0
2023-06-03 20:00:00+00:00,313.0,1646.0,0.0,1609.0,137.0,30.0,0.0,4.0,993.0,202.0
2023-06-03 21:00:00+00:00,310.0,1618.0,0.0,1199.0,67.0,30.0,0.0,5.0,1081.0,-138.0
2023-06-03 22:00:00+00:00,311.0,1417.0,0.0,1142.0,5.0,30.0,0.0,5.0,884.0,-372.0
2023-06-03 23:00:00+00:00,309.0,1042.0,0.0,899.0,5.0,30.0,0.0,4.0,686.0,-173.0
2023-06-04 00:00:00+00:00,305.0,1200.0,0.0,614.0,5.0,30.0,0.0,2.0,383.0,-37.0
2023-06-04 01:00:00+00:00,307.0,1047.0,0.0,427.0,5.0,30.0,0.0,3.0,260.0,-33.0
2023-06-04 02:00:00+00:00,306.0,1159.0,0.0,325.0,5.0,29.0,0.0,3.0,280.0,-516.0
2023-06-04 03:00:00+00:00,304.0,1182.0,0.0,217.0,5.0,29.0,0.0,3.0,281.0,-459.0
2023-06-04 04:00:00+00:00,304.0,1109.0,0.0,186.0,5.0,29.0,0.0,3.0,308.0,-401.0
2023-06-04 05:00:00+00:00,303.0,1039.0,0.0,218.0,5.0,29.0,29.0,3.0,307.0,-728.0
2023-06-04 06:00:00+00:00,303.0,1032.0,0.0,70.0,5.0,28.0,251.0,3.0,270.0,-837.0
2023-06-04 07:00:00+00:00,302.0,1022.0,0.0,133.0,11.0,29.0,657.0,1.0,178.0,-935.0
2023-06-04 08:00:00+00:00,306.0,1065.0,0.0,129.0,5.0,28.0,1002.0,0.0,123.0,-954.0
2023-06-04 09:00:00+00:00,309.0,1130.0,0.0,72.0,5.0,29.0,1311.0,0.0,109.0,-510.0
2023-06-04 10:00:00+00:00,313.0,1177.0,0.0,64.0,5.0,29.0,1448.0,0.0,92.0,-490.0
2023-06-04 11:00:00+00:00,315.0,1148.0,0.0,273.0,5.0,29.0,1323.0,0.0,103.0,-323.0
2023-06-04 12:00:00+00:00,316.0,1030.0,0.0,373.0,5.0,30.0,1227.0,1.0,186.0,-542.0
2023-06-04 13:00:00+00:00,315.0,998.0,0.0,241.0,5.0,30.0,1173.0,3.0,305.0,-769.0
2023-06-04 14:00:00+00:00,315.0,960.0,0.0,156.0,5.0,29.0,1108.0,4.0,452.0,-821.0
2023-06-04 15:00:00+00:00,312.0,1031.0,0.0,53.0,5.0,29.0,965.0,4.0,621.0,-895.0
2023-06-04 16:00:00+00:00,311.0,1221.0,0.0,62.0,5.0,29.0,736.0,4.0,773.0,-990.0
2023-06-04 17:00:00+00:00,313.0,1385.0,0.0,86.0,30.0,29.0,524.0,4.0,804.0,-679.0
2023-06-04 18:00:00+00:00,311.0,1521.0,0.0,570.0,69.0,29.0,235.0,6.0,781.0,242.0
2023-06-04 19:00:00+00:00,311.0,1556.0,0.0,917.0,196.0,29.0,33.0,4.0,834.0,947.0
