,Fossil Brown coal/Lignite,Hydro Water Reservoir,Other renewable,Solar,Wind Onshore
2024-05-27 03:00:00+00:00,0.0,0.84,,,26.44
2024-05-27 04:00:00+00:00,0.0,73.31,,,5.94
2024-05-27 05:00:00+00:00,0.0,126.6,,,9.05
2024-05-27 06:00:00+00:00,0.0,132.9,,,12.38
2024-05-27 07:00:00+00:00,0.0,0.15,,,10.15
2024-05-27 08:00:00+00:00,0.0,0.0,,,2.46
2024-05-27 09:00:00+00:00,0.0,0.0,,,1.49
2024-05-27 10:00:00+00:00,0.0,0.0,,,1.1
2024-05-27 11:00:00+00:00,0.0,0.0,,,7.23
2024-05-27 12:00:00+00:00,0.0,0.0,,,9.62
2024-05-27 13:00:00+00:00,0.0,0.35,,,12.8
2024-05-27 14:00:00+00:00,0.0,70.71,,,20.36
2024-05-27 15:00:00+00:00,0.0,141.25,,,12.6
2024-05-27 16:00:00+00:00,0.0,146.41,,,9.38
2024-05-27 17:00:00+00:00,0.0,342.84,,,3.04
2024-05-27 18:00:00+00:00,0.0,350.77,,,0.0
2024-05-27 19:00:00+00:00,0.0,346.18,,,0.0
2024-05-27 20:00:00+00:00,0.0,169.52,,,0.06
2024-05-27 21:00:00+00:00,0.0,148.23,,,0.0
2024-05-27 22:00:00+00:00,0.0,108.26,,,0.0
2024-05-27 23:00:00+00:00,0.0,0.33,,,0.0
2024-05-28 00:00:00+00:00,0.0,0.0,,,0.0
2024-05-28 01:00:00+00:00,0.0,0.0,,,0.0
2024-05-28 02:00:00+00:00,0.0,0.0,,,0.0
2024-05-28 03:00:00+00:00,0.0,0.4,,,0.0
2024-05-28 04:00:00+00:00,0.0,71.14,,,0.0
2024-05-28 05:00:00+00:00,0.0,130.09,,,0.0
2024-05-28 06:00:00+00:00,0.0,142.82,,,0.0
2024-05-28 07:00:00+00:00,0.0,0.17,,,0.26
2024-05-28 08:00:00+00:00,0.0,0.0,,,1.09
2024-05-28 09:00:00+00:00,0.0,0.0,,,2.19
2024-05-28 10:00:00+00:00,0.0,0.0,,,1.75
2024-05-28 11:00:00+00:00,0.0,0.0,,,8.94
2024-05-28 12:00:00+00:00,0.0,0.79,,,9.91
2024-05-28 13:00:00+00:00,0.0,0.0,,,8.9
2024-05-28 14:00:00+00:00,0.0,0.89,,,12.67
2024-05-28 15:00:00+00:00,0.0,127.47,,,10.71
2024-05-28 16:00:00+00:00,0.0,174.84,,,0.06
2024-05-28 17:00:00+00:00,0.0,258.38,,,1.33
2024-05-28 18:00:00+00:00,0.0,258.56,,,1.26
2024-05-28 19:00:00+00:00,0.0,258.07,,,0.2
2024-05-28 20:00:00+00:00,0.0,145.27,,,13.9
2024-05-28 21:00:00+00:00,0.0,123.74,,,8.96
2024-05-28 22:00:00+00:00,0.0,0.15,,,3.86
2024-05-28 23:00:00+00:00,0.0,0.0,,,9.47
2024-05-29 00:00:00+00:00,0.0,0.0,,,20.56
2024-05-29 01:00:00+00:00,0.0,0.0,,,15.77
2024-05-29 02:00:00+00:00,0.0,0.0,,,10.15
2024-05-29 03:00:00+00:00,0.0,1.05,,,11.27
2024-05-29 04:00:00+00:00,0.0,79.46,,,14.04
2024-05-29 05:00:00+00:00,0.0,117.83,,,18.15
2024-05-29 06:00:00+00:00,0.0,134.56,,,19.39
2024-05-29 07:00:00+00:00,0.0,0.15,,,15.94
2024-05-29 08:00:00+00:00,0.0,0.0,,,10.71
2024-05-29 09:00:00+00:00,0.0,0.0,,,7.11
2024-05-29 10:00:00+00:00,0.0,0.0,,,4.17
2024-05-29 11:00:00+00:00,0.0,0.0,,,1.25
2024-05-29 12:00:00+00:00,0.0,0.0,,,6.83
2024-05-29 13:00:00+00:00,0.0,0.46,,,8.64
2024-05-29 14:00:00+00:00,0.0,19.9,,,15.27
2024-05-29 15:00:00+00:00,0.0,58.03,,,13.53
2024-05-29 16:00:00+00:00,0.0,142.78,,,15.76
2024-05-29 17:00:00+00:00,0.0,266.87,,,19.47
2024-05-29 18:00:00+00:00,0.0,275.8,,,12.84
2024-05-29 19:00:00+00:00,0.0,282.17,,,6.22
2024-05-29 20:00:00+00:00,0.0,170.17,,,0.01
2024-05-29 21:00:00+00:00,0.0,146.21,,,1.96
2024-05-29 22:00:00+00:00,0.0,29.26,,,5.12
2024-05-29 23:00:00+00:00,0.0,0.08,,,1.11
2024-05-30 00:00:00+00:00,0.0,0.0,,,0.0
2024-05-30 01:00:00+00:00,0.0,0.0,,,0.0
2024-05-30 02:00:00+00:00,0.0,0.0,,,0.0
2024-05-30 03:00:00+00:00,0.0,0.3,,,0.91
2024-05-30 04:00:00+00:00,0.0,94.25,,,1.39
2024-05-30 05:00:00+00:00,0.0,139.22,,,0.03
2024-05-30 06:00:00+00:00,0.0,142.78,,,1.57
2024-05-30 07:00:00+00:00,0.0,0.19,,,5.91
2024-05-30 08:00:00+00:00,0.0,0.0,,,9.68
2024-05-30 09:00:00+00:00,0.0,0.0,,,14.98
2024-05-30 10:00:00+00:00,0.0,0.0,,,29.36
2024-05-30 11:00:00+00:00,0.0,0.0,,,21.38
2024-05-30 12:00:00+00:00,0.0,0.0,,,21.59
2024-05-30 13:00:00+00:00,0.0,0.0,,,7.52
2024-05-30 14:00:00+00:00,0.0,8.85,,,6.77
2024-05-30 15:00:00+00:00,0.0,127.79,,,6.6
2024-05-30 16:00:00+00:00,0.0,173.46,,,7.21
2024-05-30 17:00:00+00:00,0.0,335.76,,,16.85
2024-05-30 18:00:00+00:00,0.0,335.07,,,32.4
2024-05-30 19:00:00+00:00,0.0,339.47,,,34.54
2024-05-30 20:00:00+00:00,0.0,198.52,,,39.66
2024-05-30 21:00:00+00:00,0.0,182.47,,,28.21
2024-05-30 22:00:00+00:00,0.0,0.23,,,33.05
2024-05-30 23:00:00+00:00,0.0,0.0,,,38.96
2024-05-31 00:00:00+00:00,0.0,0.0,,,44.67
2024-05-31 01:00:00+00:00,0.0,0.0,,,62.3
2024-05-31 02:00:00+00:00,0.0,0.0,,,59.4
2024-05-31 03:00:00+00:00,0.0,0.64,,,55.75
2024-05-31 04:00:00+00:00,0.0,26.77,,,74.1
2024-05-31 05:00:00+00:00,0.0,63.7,,,78.67
2024-05-31 06:00:00+00:00,0.0,67.0,,,85.52
2024-05-31 07:00:00+00:00,0.0,54.62,,,85.78
2024-05-31 08:00:00+00:00,0.0,0.0,,,94.22
2024-05-31 09:00:00+00:00,0.0,0.0,,,94.21
2024-05-31 10:00:00+00:00,0.0,0.0,,,94.92
2024-05-31 11:00:00+00:00,0.0,0.0,,,95.78
2024-05-31 12:00:00+00:00,0.0,0.0,,,96.05
2024-05-31 13:00:00+00:00,0.0,0.0,,,94.83
2024-05-31 14:00:00+00:00,0.0,0.91,,,95.8
2024-05-31 15:00:00+00:00,0.0,58.34,,,103.26
2024-05-31 16:00:00+00:00,0.0,58.72,,,112.41
2024-05-31 17:00:00+00:00,0.0,151.43,,,105.93
2024-05-31 18:00:00+00:00,0.0,311.71,,,115.44
2024-05-31 19:00:00+00:00,0.0,156.42,,,113.99
2024-05-31 20:00:00+00:00,0.0,69.32,,,103.41
2024-05-31 21:00:00+00:00,0.0,91.92,,,93.32
2024-05-31 22:00:00+00:00,0.0,114.54,,,98.36
2024-05-31 23:00:00+00:00,0.0,140.27,,,102.16
2024-06-01 00:00:00+00:00,0.0,140.85,,,111.81
2024-06-01 01:00:00+00:00,0.0,133.2,,,113.48
2024-06-01 02:00:00+00:00,0.0,135.12,,,107.32
2024-06-01 03:00:00+00:00,0.0,130.33,,,107.04
2024-06-01 04:00:00+00:00,0.0,124.81,,,108.72
2024-06-01 05:00:00+00:00,0.0,144.78,,,94.38
2024-06-01 06:00:00+00:00,0.0,143.9,,,92.08
2024-06-01 07:00:00+00:00,0.0,149.84,,,93.23
2024-06-01 08:00:00+00:00,0.0,149.84,,,93.04
2024-06-01 09:00:00+00:00,0.0,147.4,,,94.52
2024-06-01 10:00:00+00:00,0.0,150.41,,,90.02
2024-06-01 11:00:00+00:00,0.0,148.77,,,91.94
2024-06-01 12:00:00+00:00,0.0,167.22,,,89.65
2024-06-01 13:00:00+00:00,0.0,167.24,,,73.81
2024-06-01 14:00:00+00:00,0.0,167.55,,,64.21
2024-06-01 15:00:00+00:00,0.0,167.83,,,54.38
2024-06-01 16:00:00+00:00,0.0,236.45,,,42.26
2024-06-01 17:00:00+00:00,0.0,235.97,,,52.54
2024-06-01 18:00:00+00:00,0.0,236.19,,,51.78
2024-06-01 19:00:00+00:00,0.0,236.07,,,50.56
2024-06-01 20:00:00+00:00,0.0,236.14,,,36.55
2024-06-01 21:00:00+00:00,0.0,166.6,,,38.25
2024-06-01 22:00:00+00:00,0.0,159.58,,,47.97
2024-06-01 23:00:00+00:00,0.0,164.64,,,38.73
2024-06-02 00:00:00+00:00,0.0,167.19,,,28.64
2024-06-02 01:00:00+00:00,0.0,165.09,,,32.99
2024-06-02 02:00:00+00:00,0.0,157.78,,,32.93
2024-06-02 03:00:00+00:00,0.0,154.56,,,44.07
2024-06-02 04:00:00+00:00,0.0,166.0,,,29.58
2024-06-02 05:00:00+00:00,0.0,166.34,,,26.47
2024-06-02 06:00:00+00:00,0.0,162.61,,,40.94
2024-06-02 07:00:00+00:00,0.0,154.63,,,53.72
2024-06-02 08:00:00+00:00,0.0,150.65,,,51.63
2024-06-02 09:00:00+00:00,0.0,150.41,,,52.42
2024-06-02 10:00:00+00:00,0.0,147.77,,,52.71
2024-06-02 11:00:00+00:00,0.0,166.48,,,23.39
2024-06-02 12:00:00+00:00,0.0,166.82,,,11.61
2024-06-02 13:00:00+00:00,0.0,167.24,,,7.99
2024-06-02 14:00:00+00:00,0.0,167.1,,,9.82
2024-06-02 15:00:00+00:00,0.0,167.71,,,12.33
2024-06-02 16:00:00+00:00,0.0,167.73,,,18.0
2024-06-02 17:00:00+00:00,0.0,160.08,,,37.34
2024-06-02 18:00:00+00:00,0.0,166.2,,,31.52
2024-06-02 19:00:00+00:00,0.0,161.66,,,44.01
2024-06-02 20:00:00+00:00,0.0,148.92,,,67.3
2024-06-02 21:00:00+00:00,0.0,150.72,,,65.8
2024-06-02 22:00:00+00:00,0.0,153.01,,,58.78
2024-06-02 23:00:00+00:00,0.0,143.29,,,60.74
2024-06-03 00:00:00+00:00,0.0,145.6,,,54.38
2024-06-03 01:00:00+00:00,0.0,153.29,,,51.6
2024-06-03 02:00:00+00:00,0.0,146.4,,,68.55
2024-06-03 03:00:00+00:00,0.0,146.19,,,70.68
2024-06-03 04:00:00+00:00,0.0,163.88,,,39.22
2024-06-03 05:00:00+00:00,0.0,167.71,,,10.81
2024-06-03 06:00:00+00:00,0.0,168.27,,,3.8
2024-06-03 07:00:00+00:00,0.0,167.87,,,2.06
2024-06-03 08:00:00+00:00,0.0,168.13,,,2.84
2024-06-03 09:00:00+00:00,0.0,167.42,,,7.69
2024-06-03 10:00:00+00:00,0.0,166.85,,,31.43
2024-06-03 11:00:00+00:00,0.0,168.07,,,48.38
2024-06-03 12:00:00+00:00,0.0,168.2,,,48.92
2024-06-03 13:00:00+00:00,0.0,166.58,,,60.21
2024-06-03 14:00:00+00:00,0.0,167.64,,,57.96
2024-06-03 15:00:00+00:00,0.0,169.12,,,47.0
2024-06-03 16:00:00+00:00,0.0,386.12,,,37.56
2024-06-03 17:00:00+00:00,0.0,394.17,,,25.41
2024-06-03 18:00:00+00:00,0.0,387.93,,,30.36
2024-06-03 19:00:00+00:00,0.0,384.6,,,25.36
2024-06-03 20:00:00+00:00,0.0,240.33,,,19.5
2024-06-03 21:00:00+00:00,0.0,167.27,,,6.92
2024-06-03 22:00:00+00:00,0.0,161.36,,,3.41
2024-06-03 23:00:00+00:00,0.0,158.9,,,4.37
2024-06-04 00:00:00+00:00,0.0,161.73,,,1.91
2024-06-04 01:00:00+00:00,0.0,161.99,,,4.54
2024-06-04 02:00:00+00:00,0.0,161.37,,,2.15
2024-06-04 03:00:00+00:00,0.0,165.49,,,1.75
2024-06-04 04:00:00+00:00,0.0,309.18,,,3.96
2024-06-04 05:00:00+00:00,0.0,328.64,,,3.1
2024-06-04 06:00:00+00:00,0.0,320.02,,,2.33
2024-06-04 07:00:00+00:00,0.0,167.99,,,1.24
2024-06-04 08:00:00+00:00,0.0,167.16,,,4.55
2024-06-04 09:00:00+00:00,0.0,166.72,,,10.4
2024-06-04 10:00:00+00:00,0.0,165.92,,,15.62
2024-06-04 11:00:00+00:00,0.0,168.29,,,12.05
2024-06-04 12:00:00+00:00,0.0,167.99,,,11.57
2024-06-04 13:00:00+00:00,0.0,168.19,,,11.36
2024-06-04 14:00:00+00:00,0.0,167.57,,,13.08
2024-06-04 15:00:00+00:00,0.0,169.23,,,17.12
2024-06-04 16:00:00+00:00,0.0,326.76,,,14.48
2024-06-04 17:00:00+00:00,0.0,366.18,,,10.78
2024-06-04 18:00:00+00:00,0.0,366.21,,,5.9
2024-06-04 19:00:00+00:00,0.0,365.38,,,1.2
2024-06-04 20:00:00+00:00,0.0,352.87,,,1.01
2024-06-04 21:00:00+00:00,0.0,167.1,,,2.39
2024-06-04 22:00:00+00:00,0.0,101.33,,,3.49
2024-06-04 23:00:00+00:00,0.0,62.4,,,7.85
2024-06-05 00:00:00+00:00,0.0,61.87,,,8.0
2024-06-05 01:00:00+00:00,0.0,66.14,,,0.35
2024-06-05 02:00:00+00:00,0.0,62.86,,,0.0
2024-06-05 03:00:00+00:00,0.0,67.88,,,0.0
2024-06-05 04:00:00+00:00,0.0,103.83,,,0.59
2024-06-05 05:00:00+00:00,0.0,122.12,,,3.63
2024-06-05 06:00:00+00:00,0.0,167.05,,,7.43
2024-06-05 07:00:00+00:00,0.0,125.06,,,5.11
2024-06-05 08:00:00+00:00,0.0,81.08,,,3.4
2024-06-05 09:00:00+00:00,0.0,94.52,,,2.36
2024-06-05 10:00:00+00:00,0.0,98.6,,,3.58
2024-06-05 11:00:00+00:00,0.0,57.67,,,5.13
2024-06-05 12:00:00+00:00,0.0,51.27,,,7.66
2024-06-05 13:00:00+00:00,0.0,82.84,,,19.61
2024-06-05 14:00:00+00:00,0.0,143.85,,,7.86
2024-06-05 15:00:00+00:00,0.0,172.06,,,7.13
2024-06-05 16:00:00+00:00,0.0,322.87,,,14.61
2024-06-05 17:00:00+00:00,0.0,377.43,,,11.89
2024-06-05 18:00:00+00:00,0.0,383.1,,,11.95
2024-06-05 19:00:00+00:00,0.0,308.72,,,5.89
2024-06-05 20:00:00+00:00,0.0,341.75,,,2.06
2024-06-05 21:00:00+00:00,0.0,154.12,,,1.89
2024-06-05 22:00:00+00:00,0.0,118.35,,,2.82
2024-06-05 23:00:00+00:00,0.0,114.38,,,10.58
2024-06-06 00:00:00+00:00,0.0,110.86,,,16.93
2024-06-06 01:00:00+00:00,0.0,114.76,,,14.23
2024-06-06 02:00:00+00:00,0.0,113.58,,,12.84
2024-06-06 03:00:00+00:00,0.0,113.92,,,14.49
2024-06-06 04:00:00+00:00,0.0,130.06,,,17.95
2024-06-06 05:00:00+00:00,0.0,270.06,,,22.92
2024-06-06 06:00:00+00:00,0.0,204.75,,,16.42
2024-06-06 07:00:00+00:00,0.0,43.25,,,9.65
2024-06-06 08:00:00+00:00,0.0,39.52,,,9.37
2024-06-06 09:00:00+00:00,0.0,43.93,,,7.05
2024-06-06 10:00:00+00:00,0.0,54.49,,,3.85
2024-06-06 11:00:00+00:00,0.0,64.27,,,3.02
2024-06-06 12:00:00+00:00,0.0,64.22,,,6.5
2024-06-06 13:00:00+00:00,0.0,65.57,,,4.17
2024-06-06 14:00:00+00:00,0.0,65.7,,,9.78
2024-06-06 15:00:00+00:00,0.0,144.02,,,11.91
2024-06-06 16:00:00+00:00,0.0,248.92,,,15.35
2024-06-06 17:00:00+00:00,0.0,341.15,,,15.5
2024-06-06 18:00:00+00:00,0.0,361.87,,,8.16
2024-06-06 19:00:00+00:00,0.0,360.66,,,7.25
2024-06-06 20:00:00+00:00,0.0,286.07,,,11.44
2024-06-06 21:00:00+00:00,0.0,153.83,,,15.91
2024-06-06 22:00:00+00:00,0.0,96.81,,,11.86
2024-06-06 23:00:00+00:00,0.0,99.91,,,10.62
2024-06-07 00:00:00+00:00,0.0,100.25,,,5.26
2024-06-07 01:00:00+00:00,0.0,100.06,,,1.49
2024-06-07 02:00:00+00:00,0.0,97.44,,,0.0
2024-06-07 03:00:00+00:00,0.0,97.55,,,0.0
2024-06-07 04:00:00+00:00,0.0,102.32,,,0.01
2024-06-07 05:00:00+00:00,0.0,234.61,,,0.0
2024-06-07 06:00:00+00:00,0.0,169.5,,,0.0
2024-06-07 07:00:00+00:00,0.0,64.56,,,0.0
2024-06-07 08:00:00+00:00,0.0,72.56,,,0.0
2024-06-07 09:00:00+00:00,0.0,46.49,,,0.0
2024-06-07 10:00:00+00:00,0.0,46.22,,,0.0
2024-06-07 11:00:00+00:00,0.0,46.41,,,1.32
2024-06-07 12:00:00+00:00,0.0,46.41,,,3.05
2024-06-07 13:00:00+00:00,0.0,71.89,,,4.92
2024-06-07 14:00:00+00:00,0.0,71.03,,,7.52
2024-06-07 15:00:00+00:00,0.0,181.11,,,6.96
2024-06-07 16:00:00+00:00,0.0,215.73,,,5.84
2024-06-07 17:00:00+00:00,0.0,349.68,,,5.91
2024-06-07 18:00:00+00:00,0.0,361.93,,,3.37
2024-06-07 19:00:00+00:00,0.0,332.88,,,0.59
2024-06-07 20:00:00+00:00,0.0,329.86,,,0.0
2024-06-07 21:00:00+00:00,0.0,190.74,,,0.0
2024-06-07 22:00:00+00:00,0.0,118.04,,,1.6
2024-06-07 23:00:00+00:00,0.0,79.54,,,0.31
2024-06-08 00:00:00+00:00,0.0,58.06,,,0.0
2024-06-08 01:00:00+00:00,0.0,48.52,,,0.23
2024-06-08 02:00:00+00:00,0.0,46.01,,,0.01
2024-06-08 03:00:00+00:00,0.0,43.35,,,0.82
2024-06-08 04:00:00+00:00,0.0,67.5,,,0.0
2024-06-08 05:00:00+00:00,0.0,111.64,,,0.0
2024-06-08 06:00:00+00:00,0.0,70.77,,,0.0
2024-06-08 07:00:00+00:00,0.0,37.14,,,0.0
2024-06-08 08:00:00+00:00,0.0,37.25,,,0.0
2024-06-08 09:00:00+00:00,0.0,37.36,,,0.07
2024-06-08 10:00:00+00:00,0.0,37.17,,,4.31
2024-06-08 11:00:00+00:00,0.0,37.97,,,12.0
2024-06-08 12:00:00+00:00,0.0,37.22,,,15.86
2024-06-08 13:00:00+00:00,0.0,37.22,,,26.71
2024-06-08 14:00:00+00:00,0.0,54.28,,,34.66
2024-06-08 15:00:00+00:00,0.0,113.54,,,26.42
2024-06-08 16:00:00+00:00,0.0,179.62,,,29.97
2024-06-08 17:00:00+00:00,0.0,269.48,,,18.6
2024-06-08 18:00:00+00:00,0.0,356.3,,,11.63
2024-06-08 19:00:00+00:00,0.0,335.7,,,11.02
2024-06-08 20:00:00+00:00,0.0,195.03,,,6.38
2024-06-08 21:00:00+00:00,0.0,176.97,,,4.22
2024-06-08 22:00:00+00:00,0.0,129.95,,,6.44
2024-06-08 23:00:00+00:00,0.0,93.31,,,4.86
2024-06-09 00:00:00+00:00,0.0,65.53,,,7.41
2024-06-09 01:00:00+00:00,0.0,54.72,,,5.9
2024-06-09 02:00:00+00:00,0.0,50.5,,,4.6
2024-06-09 03:00:00+00:00,0.0,47.95,,,3.15
2024-06-09 04:00:00+00:00,0.0,64.94,,,0.54
2024-06-09 05:00:00+00:00,0.0,28.3,,,0.0
2024-06-09 06:00:00+00:00,0.0,28.37,,,0.0
2024-06-09 07:00:00+00:00,0.0,29.53,,,0.0
2024-06-09 08:00:00+00:00,0.0,29.68,,,0.0
2024-06-09 09:00:00+00:00,0.0,29.67,,,0.28
2024-06-09 10:00:00+00:00,0.0,29.67,,,5.3
2024-06-09 11:00:00+00:00,0.0,29.66,,,5.33
2024-06-09 12:00:00+00:00,0.0,29.68,,,2.52
2024-06-09 13:00:00+00:00,0.0,29.68,,,3.75
2024-06-09 14:00:00+00:00,0.0,29.65,,,3.43
2024-06-09 15:00:00+00:00,0.0,49.5,,,9.32
2024-06-09 16:00:00+00:00,0.0,76.04,,,3.09
2024-06-09 17:00:00+00:00,0.0,198.68,,,7.54
2024-06-09 18:00:00+00:00,0.0,204.93,,,17.01
2024-06-09 19:00:00+00:00,0.0,207.56,,,24.99
2024-06-09 20:00:00+00:00,0.0,199.23,,,16.97
2024-06-09 21:00:00+00:00,0.0,160.83,,,19.31
2024-06-09 22:00:00+00:00,0.0,112.6,,,26.46
2024-06-09 23:00:00+00:00,0.0,64.89,,,31.18
2024-06-10 00:00:00+00:00,0.0,40.8,,,29.29
2024-06-10 01:00:00+00:00,0.0,33.68,,,20.77
2024-06-10 02:00:00+00:00,0.0,22.65,,,23.35
2024-06-10 03:00:00+00:00,0.0,16.85,,,49.26
2024-06-10 04:00:00+00:00,0.0,41.46,,,80.11
2024-06-10 05:00:00+00:00,0.0,169.56,,,93.23
2024-06-10 06:00:00+00:00,0.0,96.93,,,90.76
2024-06-10 07:00:00+00:00,0.0,114.42,,,89.7
2024-06-10 08:00:00+00:00,0.0,35.81,,,93.31
2024-06-10 09:00:00+00:00,0.0,168.72,,,92.33
2024-06-10 10:00:00+00:00,0.0,198.46,,,94.59
2024-06-10 11:00:00+00:00,0.0,197.55,,,93.48
2024-06-10 12:00:00+00:00,0.0,189.04,,,95.06
2024-06-10 13:00:00+00:00,0.0,192.99,,,94.87
2024-06-10 14:00:00+00:00,0.0,183.87,,,95.66
2024-06-10 15:00:00+00:00,0.0,210.44,,,102.0
2024-06-10 16:00:00+00:00,0.0,217.91,,,98.74
2024-06-10 17:00:00+00:00,0.0,282.22,,,78.0
2024-06-10 18:00:00+00:00,0.0,348.32,,,70.0
2024-06-10 19:00:00+00:00,0.0,341.29,,,67.49
2024-06-10 20:00:00+00:00,0.0,218.64,,,65.97
2024-06-10 21:00:00+00:00,0.0,211.76,,,40.89
2024-06-10 22:00:00+00:00,0.0,69.7,,,24.34
2024-06-10 23:00:00+00:00,0.0,41.07,,,16.53
2024-06-11 00:00:00+00:00,0.0,45.15,,,16.57
2024-06-11 01:00:00+00:00,0.0,36.33,,,28.48
2024-06-11 02:00:00+00:00,0.0,23.08,,,41.04
2024-06-11 03:00:00+00:00,0.0,32.35,,,35.88
2024-06-11 04:00:00+00:00,0.0,115.97,,,42.66
2024-06-11 05:00:00+00:00,0.0,212.54,,,53.27
2024-06-11 06:00:00+00:00,0.0,199.07,,,52.59
2024-06-11 07:00:00+00:00,0.0,76.71,,,53.08
2024-06-11 08:00:00+00:00,0.0,68.43,,,52.46
2024-06-11 09:00:00+00:00,0.0,71.38,,,45.86
2024-06-11 10:00:00+00:00,0.0,80.62,,,41.36
2024-06-11 11:00:00+00:00,0.0,80.81,,,44.84
2024-06-11 12:00:00+00:00,0.0,81.5,,,37.13
2024-06-11 13:00:00+00:00,0.0,74.66,,,31.71
2024-06-11 14:00:00+00:00,0.0,171.45,,,16.68
2024-06-11 15:00:00+00:00,0.0,193.57,,,12.79
2024-06-11 16:00:00+00:00,0.0,266.37,,,9.57
2024-06-11 17:00:00+00:00,0.0,331.96,,,6.65
2024-06-11 18:00:00+00:00,0.0,387.22,,,5.48
2024-06-11 19:00:00+00:00,0.0,382.27,,,2.3
2024-06-11 20:00:00+00:00,0.0,292.45,,,3.1
2024-06-11 21:00:00+00:00,0.0,181.1,,,9.98
2024-06-11 22:00:00+00:00,0.0,123.64,,,15.51
2024-06-11 23:00:00+00:00,0.0,54.96,,,9.06
2024-06-12 00:00:00+00:00,0.0,44.39,,,11.67
2024-06-12 01:00:00+00:00,0.0,35.83,,,15.61
2024-06-12 02:00:00+00:00,0.0,41.58,,,7.1
2024-06-12 03:00:00+00:00,0.0,58.15,,,5.38
2024-06-12 04:00:00+00:00,0.0,100.3,,,12.96
2024-06-12 05:00:00+00:00,0.0,267.55,,,24.01
2024-06-12 06:00:00+00:00,0.0,154.2,,,53.91
2024-06-12 07:00:00+00:00,0.0,18.55,,,55.42
2024-06-12 08:00:00+00:00,0.0,18.65,,,68.62
2024-06-12 09:00:00+00:00,0.0,18.69,,,76.95
2024-06-12 10:00:00+00:00,0.0,17.82,,,65.88
2024-06-12 11:00:00+00:00,0.0,21.78,,,43.0
2024-06-12 12:00:00+00:00,0.0,41.49,,,26.61
2024-06-12 13:00:00+00:00,0.0,45.88,,,15.11
2024-06-12 14:00:00+00:00,0.0,196.99,,,12.37
2024-06-12 15:00:00+00:00,0.0,203.63,,,15.03
2024-06-12 16:00:00+00:00,0.0,203.29,,,11.9
2024-06-12 17:00:00+00:00,0.0,262.29,,,12.06
2024-06-12 18:00:00+00:00,0.0,337.66,,,14.34
2024-06-12 19:00:00+00:00,0.0,327.9,,,12.18
2024-06-12 20:00:00+00:00,0.0,245.15,,,16.81
2024-06-12 21:00:00+00:00,0.0,155.06,,,25.44
2024-06-12 22:00:00+00:00,0.0,126.16,,,21.53
2024-06-12 23:00:00+00:00,0.0,55.14,,,15.79
2024-06-13 00:00:00+00:00,0.0,25.39,,,11.98
2024-06-13 01:00:00+00:00,0.0,28.51,,,12.2
2024-06-13 02:00:00+00:00,0.0,21.99,,,14.31
2024-06-13 03:00:00+00:00,0.0,44.35,,,23.81
2024-06-13 04:00:00+00:00,0.0,82.41,,,14.25
2024-06-13 05:00:00+00:00,0.0,130.7,,,14.5
2024-06-13 06:00:00+00:00,0.0,156.65,,,22.02
2024-06-13 07:00:00+00:00,0.0,32.12,,,34.06
2024-06-13 08:00:00+00:00,0.0,16.05,,,42.32
2024-06-13 09:00:00+00:00,0.0,11.44,,,56.03
2024-06-13 10:00:00+00:00,0.0,0.0,,,65.91
2024-06-13 11:00:00+00:00,0.0,0.0,,,67.42
2024-06-13 12:00:00+00:00,0.0,0.0,,,60.66
2024-06-13 13:00:00+00:00,0.0,0.54,,,64.79
2024-06-13 14:00:00+00:00,0.0,107.48,,,69.94
2024-06-13 15:00:00+00:00,0.0,162.49,,,60.15
2024-06-13 16:00:00+00:00,0.0,313.18,,,50.25
2024-06-13 17:00:00+00:00,0.0,373.36,,,40.74
2024-06-13 18:00:00+00:00,0.0,373.96,,,29.44
2024-06-13 19:00:00+00:00,0.0,370.91,,,13.41
2024-06-13 20:00:00+00:00,0.0,185.61,,,35.76
2024-06-13 21:00:00+00:00,0.0,158.69,,,19.99
2024-06-13 22:00:00+00:00,0.0,23.41,,,30.27
2024-06-13 23:00:00+00:00,0.0,0.0,,,18.71
2024-06-14 00:00:00+00:00,0.0,0.0,,,15.59
2024-06-14 01:00:00+00:00,0.0,0.0,,,13.08
2024-06-14 02:00:00+00:00,0.0,0.0,,,24.73
2024-06-14 03:00:00+00:00,0.0,0.42,,,41.32
2024-06-14 04:00:00+00:00,0.0,87.71,,,40.16
2024-06-14 05:00:00+00:00,0.0,118.26,,,36.14
2024-06-14 06:00:00+00:00,0.0,165.54,,,19.21
2024-06-14 07:00:00+00:00,0.0,24.2,,,17.72
2024-06-14 08:00:00+00:00,0.0,46.61,,,13.88
2024-06-14 09:00:00+00:00,0.0,50.48,,,5.56
2024-06-14 10:00:00+00:00,0.0,37.88,,,5.5
2024-06-14 11:00:00+00:00,0.0,20.81,,,8.63
2024-06-14 12:00:00+00:00,0.0,47.91,,,14.61
2024-06-14 13:00:00+00:00,0.0,62.94,,,22.51
2024-06-14 14:00:00+00:00,0.0,0.02,,,26.25
2024-06-14 15:00:00+00:00,0.0,1.01,,,37.69
2024-06-14 16:00:00+00:00,0.0,176.78,,,49.05
2024-06-14 17:00:00+00:00,0.0,281.23,,,44.49
2024-06-14 18:00:00+00:00,0.0,309.92,,,25.77
2024-06-14 19:00:00+00:00,0.0,292.76,,,19.61
2024-06-14 20:00:00+00:00,0.0,235.86,,,4.57
