,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2024-12-07 01:00:00+00:00,70.0,379.6,198.89999999999998,0.0,0.0,86.7,302.2,32.8,0.0,9.2,214.4,-129.29999999999998
2024-12-07 02:00:00+00:00,70.0,380.6,198.6,0.0,0.0,86.4,304.3,32.8,0.0,8.8,218.6,-129.39999999999998
2024-12-07 03:00:00+00:00,70.0,380.5,198.2,0.0,0.0,86.5,304.2,32.4,0.0,8.8,192.0,-129.3
2024-12-07 04:00:00+00:00,70.0,378.0,198.89999999999998,0.0,0.0,86.4,329.5,32.4,0.0,8.0,149.7,-126.19999999999999
2024-12-07 05:00:00+00:00,70.0,378.2,200.0,0.0,0.0,106.2,328.9,32.4,0.0,7.6,144.9,-2.7
2024-12-07 06:00:00+00:00,68.8,381.6,199.0,0.0,0.0,141.2,460.0,33.2,4.2,8.4,146.9,127.39999999999999
2024-12-07 07:00:00+00:00,68.8,397.6,198.4,0.0,0.0,141.2,459.6,33.6,30.1,8.8,124.4,131.2
2024-12-07 08:00:00+00:00,68.8,382.20000000000005,197.6,0.0,0.0,136.5,454.0,33.2,63.2,8.8,111.9,131.29999999999998
2024-12-07 09:00:00+00:00,68.0,399.9,197.0,0.0,0.0,109.0,317.0,33.6,91.7,8.8,105.5,2.4
2024-12-07 10:00:00+00:00,68.8,403.0,196.2,0.0,0.0,108.1,307.7,33.6,108.5,8.8,97.8,-3.4000000000000004
2024-12-07 11:00:00+00:00,68.8,395.8,196.0,0.0,0.0,108.2,305.4,33.6,103.5,8.4,69.8,-3.4000000000000004
2024-12-07 12:00:00+00:00,68.8,385.6,195.6,0.0,0.0,116.0,336.3,33.6,87.4,8.4,36.900000000000006,-3.5
2024-12-07 13:00:00+00:00,68.8,385.8,196.0,0.0,0.0,134.3,479.2,33.6,55.6,8.4,19.3,16.3
2024-12-07 14:00:00+00:00,68.8,385.7,195.5,0.0,0.0,165.0,495.6,33.6,16.9,8.8,10.3,130.5
2024-12-07 15:00:00+00:00,68.8,384.8,195.2,0.0,0.0,178.0,490.3,33.6,0.5,8.8,22.5,131.29999999999998
2024-12-07 16:00:00+00:00,69.6,384.1,194.8,0.0,0.0,181.5,500.4,33.6,0.0,8.8,17.8,131.29999999999998
2024-12-07 17:00:00+00:00,69.6,384.8,195.29999999999998,0.0,0.0,181.5,507.5,33.2,0.0,8.4,19.8,131.29999999999998
2024-12-07 18:00:00+00:00,70.0,383.9,198.0,0.0,0.0,181.6,518.4,33.6,0.0,8.4,31.3,131.2
2024-12-07 19:00:00+00:00,70.0,383.5,198.2,0.0,0.0,180.70000000000002,494.0,33.6,0.0,8.4,31.5,129.1
2024-12-07 20:00:00+00:00,70.0,384.8,198.3,0.0,0.0,151.4,324.4,32.8,0.0,8.4,108.5,0.0
2024-12-07 21:00:00+00:00,70.0,385.4,197.8,0.0,0.0,137.3,325.2,32.8,0.0,8.4,197.5,-1.7000000000000002
2024-12-07 22:00:00+00:00,70.0,399.2,198.7,0.0,0.0,100.4,320.1,32.8,0.0,8.4,298.8,-4.0
2024-12-07 23:00:00+00:00,70.0,405.2,199.0,0.0,0.0,86.7,311.2,33.6,0.0,8.4,394.2,-129.5
2024-12-08 00:00:00+00:00,70.0,386.7,198.5,0.0,0.0,84.9,277.9,33.6,0.0,8.8,592.4,-129.7
2024-12-08 01:00:00+00:00,70.0,386.8,198.7,0.0,0.0,83.1,277.5,33.6,0.0,8.8,575.7,-129.5
2024-12-08 02:00:00+00:00,70.0,386.3,199.6,0.0,0.0,83.0,292.0,33.6,0.0,8.4,590.6,-129.5
2024-12-08 03:00:00+00:00,70.0,386.1,199.2,0.0,0.0,82.8,273.4,33.6,0.0,8.8,816.6,-129.39999999999998
2024-12-08 04:00:00+00:00,70.0,384.0,198.4,0.0,0.0,82.8,275.1,33.2,0.0,8.4,793.1,-129.39999999999998
2024-12-08 05:00:00+00:00,70.0,383.5,198.4,0.0,0.0,105.3,306.5,34.0,0.0,8.4,729.9,-127.39999999999999
2024-12-08 06:00:00+00:00,70.0,382.1,198.1,0.0,0.0,118.0,298.6,34.4,16.9,8.4,872.5,-3.3000000000000003
2024-12-08 07:00:00+00:00,68.8,383.0,199.0,0.0,0.0,87.3,296.0,34.4,26.1,8.4,958.8,-3.1
2024-12-08 08:00:00+00:00,70.0,384.4,197.7,0.0,0.0,87.0,303.6,34.4,38.3,8.4,942.8,-3.1
2024-12-08 09:00:00+00:00,70.0,384.6,196.6,0.0,0.0,74.1,311.70000000000005,34.0,45.1,8.4,993.1,-3.0
2024-12-08 10:00:00+00:00,69.6,384.2,197.6,0.0,0.0,82.4,305.7,34.0,49.4,8.0,992.4,-3.1
2024-12-08 11:00:00+00:00,69.6,384.1,197.89999999999998,0.0,0.0,82.2,307.8,34.4,48.1,8.4,973.9,-2.9
2024-12-08 12:00:00+00:00,69.6,383.20000000000005,197.8,0.0,0.0,89.4,308.5,34.4,40.3,8.4,929.8,-2.1
2024-12-08 13:00:00+00:00,69.6,383.1,196.39999999999998,0.0,0.0,115.2,429.3,34.4,31.6,8.4,761.6,-3.4000000000000004
2024-12-08 14:00:00+00:00,69.6,383.0,196.0,0.0,0.0,135.8,540.8,34.4,22.8,8.4,600.2,71.6
2024-12-08 15:00:00+00:00,69.6,383.2,197.0,0.0,0.0,166.1,536.1,34.4,13.7,8.4,608.4,102.0
2024-12-08 16:00:00+00:00,69.6,382.9,195.9,0.0,0.0,183.39999999999998,511.70000000000005,34.4,0.0,8.4,606.0,125.5
2024-12-08 17:00:00+00:00,69.6,383.1,197.2,0.0,0.0,183.8,443.4,34.0,0.0,8.4,720.2,100.4
2024-12-08 18:00:00+00:00,70.0,382.7,197.6,0.0,0.0,179.9,462.0,34.0,0.0,8.4,715.8,100.4
2024-12-08 19:00:00+00:00,70.0,382.7,197.0,0.0,0.0,149.7,520.5,34.0,0.0,8.4,702.3,-1.2000000000000002
2024-12-08 20:00:00+00:00,70.0,383.1,198.5,0.0,0.0,120.2,374.5,33.6,0.0,8.4,789.2,-3.2
2024-12-08 21:00:00+00:00,70.0,383.9,198.1,0.0,0.0,100.3,353.2,33.6,0.0,8.4,843.6999999999999,-3.1
2024-12-08 22:00:00+00:00,70.0,384.5,199.2,0.0,0.0,91.3,305.9,33.6,0.0,8.4,835.9,-3.5
2024-12-08 23:00:00+00:00,70.8,384.4,164.1,0.0,0.0,84.8,313.4,33.6,0.0,8.8,798.5999999999999,-128.89999999999998
2024-12-09 00:00:00+00:00,70.8,439.3,0.0,0.0,0.0,83.3,341.79999999999995,33.6,0.0,8.8,716.0,-5.1
2024-12-09 01:00:00+00:00,70.8,442.8,0.0,0.0,0.0,83.3,346.2,33.6,0.0,8.4,705.1,-3.2
2024-12-09 02:00:00+00:00,70.8,443.5,0.0,0.0,0.0,83.2,349.3,33.6,0.0,8.0,723.8,-3.2
2024-12-09 03:00:00+00:00,70.8,442.9,0.0,0.0,0.0,83.0,341.7,33.6,0.0,8.0,712.8,-3.2
2024-12-09 04:00:00+00:00,70.8,441.79999999999995,0.0,0.0,0.0,83.1,358.7,33.6,0.0,8.0,722.2,-3.2
2024-12-09 05:00:00+00:00,70.8,440.1,0.0,0.0,0.0,97.3,649.1,32.8,0.0,7.6,723.5,-3.1
2024-12-09 06:00:00+00:00,70.8,439.70000000000005,0.0,0.0,0.0,106.6,747.5,33.6,16.6,7.6,691.6,-3.1
2024-12-09 07:00:00+00:00,70.0,443.3,0.0,0.0,0.0,124.69999999999999,748.7,33.6,25.7,7.6,638.7,-3.1
2024-12-09 08:00:00+00:00,70.8,464.1,0.0,0.0,0.0,144.7,752.8,33.6,35.3,7.6,620.8,-1.2999999999999998
2024-12-09 09:00:00+00:00,70.8,494.4,0.0,0.0,0.0,129.6,640.0,33.2,48.3,7.6,607.0,0.0
2024-12-09 10:00:00+00:00,70.8,469.7,0.0,0.0,,133.5,646.9,33.2,56.4,7.6,545.0,0.0
2024-12-09 11:00:00+00:00,70.8,469.8,0.0,0.0,0.0,116.4,644.4,33.2,47.9,7.6,508.4,0.0
2024-12-09 12:00:00+00:00,70.8,464.8,25.4,0.0,0.0,120.30000000000001,641.2,33.2,46.099999999999994,7.6,558.6,0.0
2024-12-09 13:00:00+00:00,70.8,397.5,97.3,0.0,0.0,125.8,599.8,33.6,34.4,7.6,483.7,0.0
2024-12-09 14:00:00+00:00,70.8,407.7,144.2,0.0,0.0,128.8,628.0,33.2,16.1,7.6,414.5,0.0
2024-12-09 15:00:00+00:00,70.8,392.6,165.7,0.0,0.0,140.2,729.1,33.2,9.2,7.6,434.0,120.9
2024-12-09 16:00:00+00:00,70.8,400.7,192.5,0.0,0.0,163.0,688.8,33.2,0.0,7.6,491.5,130.3
2024-12-09 17:00:00+00:00,70.8,399.2,197.0,0.0,0.0,182.4,678.7,33.2,0.0,7.6,509.5,130.3
2024-12-09 18:00:00+00:00,70.8,399.2,198.2,0.0,0.0,180.1,673.3,33.2,0.0,7.2,536.5,130.3
2024-12-09 19:00:00+00:00,70.8,399.4,198.6,0.0,0.0,178.4,645.4,33.2,0.0,7.2,561.1,129.8
2024-12-09 20:00:00+00:00,70.8,396.8,196.8,0.0,0.0,157.4,527.2,32.4,0.0,7.2,495.2,82.4
2024-12-09 21:00:00+00:00,70.8,340.6,197.4,0.0,0.0,129.0,380.5,32.4,0.0,7.2,492.6,-1.6
2024-12-09 22:00:00+00:00,70.8,342.2,197.9,0.0,0.0,107.7,389.5,32.8,0.0,7.6,462.7,-3.9000000000000004
2024-12-09 23:00:00+00:00,70.8,389.2,196.79999999999998,0.0,0.0,97.3,336.6,31.6,0.0,7.6,455.6,-129.0
2024-12-10 00:00:00+00:00,70.8,389.4,200.0,0.0,0.0,89.8,317.5,31.6,0.0,7.6,512.7,-129.1
2024-12-10 01:00:00+00:00,70.8,389.5,200.8,0.0,0.0,89.69999999999999,323.7,31.6,0.0,7.6,508.2,-129.1
2024-12-10 02:00:00+00:00,70.8,389.2,199.4,0.0,0.0,90.0,325.1,31.6,0.0,7.6,515.0,-128.9
2024-12-10 03:00:00+00:00,70.8,389.3,198.8,0.0,0.0,90.1,344.4,31.6,0.0,7.6,438.9,-128.9
2024-12-10 04:00:00+00:00,70.8,388.4,198.2,0.0,0.0,90.0,325.7,31.6,0.0,7.6,526.6,-126.5
2024-12-10 05:00:00+00:00,70.8,407.6,198.2,0.0,0.0,109.9,439.9,31.6,0.0,7.2,563.6,-3.1
2024-12-10 06:00:00+00:00,70.8,406.3,197.6,0.0,0.0,140.3,470.1,32.4,12.1,7.6,557.8,-2.6
2024-12-10 07:00:00+00:00,70.0,359.9,197.9,0.0,0.0,167.5,600.8,32.4,20.4,7.6,504.8,109.3
2024-12-10 08:00:00+00:00,70.8,373.7,197.3,0.0,0.0,158.1,623.5,32.8,33.1,7.6,476.1,111.3
2024-12-10 09:00:00+00:00,70.8,421.8,197.8,0.0,0.0,164.3,614.9,32.8,37.4,7.6,493.6,111.2
2024-12-10 10:00:00+00:00,70.8,429.9,197.7,0.0,0.0,144.3,523.7,33.2,44.6,7.2,515.7,86.9
2024-12-10 11:00:00+00:00,70.8,431.5,197.4,0.0,0.0,136.4,499.1,33.2,37.8,8.4,539.4,-3.6
2024-12-10 12:00:00+00:00,70.8,479.5,196.1,0.0,0.0,151.3,482.2,33.2,34.0,8.8,571.9,-3.4000000000000004
2024-12-10 13:00:00+00:00,70.8,480.0,195.8,0.0,0.0,152.8,477.0,34.4,24.7,8.8,639.4,-3.1
2024-12-10 14:00:00+00:00,70.8,479.5,197.0,0.0,0.0,172.4,534.6,34.0,17.5,8.8,647.5,127.4
2024-12-10 15:00:00+00:00,70.8,480.0,196.6,0.0,0.0,191.9,561.8,33.6,15.6,8.8,660.9,128.2
2024-12-10 16:00:00+00:00,70.8,412.8,197.39999999999998,0.0,0.0,190.3,558.4,33.6,0.0,8.4,682.3,128.3
2024-12-10 17:00:00+00:00,70.8,408.8,198.0,0.0,0.0,191.5,624.1,33.2,0.0,8.4,685.0,128.2
2024-12-10 18:00:00+00:00,70.8,408.5,198.39999999999998,0.0,0.0,181.2,558.1,33.2,0.0,8.4,663.1999999999999,127.6
2024-12-10 19:00:00+00:00,70.8,408.4,199.6,0.0,0.0,163.1,509.2,33.6,0.0,8.4,635.9,-2.5
2024-12-10 20:00:00+00:00,70.8,409.2,198.2,0.0,0.0,146.3,469.5,33.2,0.0,8.4,572.4,-3.1
2024-12-10 21:00:00+00:00,70.8,409.5,198.3,0.0,0.0,127.6,325.5,32.8,0.0,8.4,567.2,-3.2
2024-12-10 22:00:00+00:00,70.8,409.2,197.8,0.0,0.0,106.6,312.29999999999995,32.8,0.0,8.4,562.8,-3.7
2024-12-10 23:00:00+00:00,70.8,411.2,199.2,0.0,0.0,95.5,307.3,32.4,0.0,8.8,517.8,-129.1
2024-12-11 00:00:00+00:00,70.8,411.1,198.5,0.0,0.0,93.69999999999999,311.3,32.4,0.0,8.8,521.8,-129.39999999999998
2024-12-11 01:00:00+00:00,70.8,410.4,195.7,0.0,0.0,93.5,285.4,32.4,0.0,8.8,485.0,-129.2
2024-12-11 02:00:00+00:00,70.8,410.9,196.5,0.0,0.0,93.4,282.6,32.4,0.0,8.8,465.6,-129.2
2024-12-11 03:00:00+00:00,70.8,411.2,197.0,0.0,0.0,93.2,268.0,32.8,0.0,8.8,464.9,-129.2
2024-12-11 04:00:00+00:00,70.8,407.3,197.2,0.0,0.0,93.7,318.5,33.2,0.0,8.8,472.8,-126.1
2024-12-11 05:00:00+00:00,70.8,358.4,197.6,0.0,0.0,107.1,481.29999999999995,33.6,0.0,7.6,465.3,-2.4
2024-12-11 06:00:00+00:00,70.8,358.3,197.6,0.0,0.0,136.5,614.7,34.0,11.0,8.4,434.8,123.6
2024-12-11 07:00:00+00:00,70.0,358.8,197.0,0.0,0.0,165.9,615.4,34.4,26.2,8.8,401.0,128.3
2024-12-11 08:00:00+00:00,70.8,359.1,196.6,0.0,0.0,185.4,627.9,34.4,38.9,8.8,371.8,128.2
2024-12-11 09:00:00+00:00,70.8,362.5,198.7,0.0,0.0,187.5,497.5,34.0,40.0,8.8,364.4,128.2
2024-12-11 10:00:00+00:00,70.8,380.0,196.7,0.0,0.0,187.9,439.2,34.0,36.9,8.8,353.8,82.4
2024-12-11 11:00:00+00:00,70.8,425.6,195.0,0.0,0.0,187.2,457.7,34.0,40.3,8.8,370.6,82.5
2024-12-11 12:00:00+00:00,70.8,436.20000000000005,194.5,0.0,0.0,187.3,569.7,34.0,40.9,8.4,356.8,131.0
2024-12-11 13:00:00+00:00,70.8,436.9,194.7,0.0,0.0,197.4,618.0,33.2,37.2,8.0,344.5,131.29999999999998
2024-12-11 14:00:00+00:00,70.8,445.2,195.5,0.0,0.0,205.1,688.0,33.2,16.3,8.8,321.9,131.2
2024-12-11 15:00:00+00:00,70.8,449.9,195.6,0.0,0.0,218.2,713.7,33.2,8.0,8.8,374.1,131.29999999999998
2024-12-11 16:00:00+00:00,70.8,428.5,197.1,0.0,0.0,215.3,716.2,33.2,0.0,8.8,409.6,131.29999999999998
2024-12-11 17:00:00+00:00,70.8,458.1,196.0,0.0,0.0,214.3,719.6,33.2,0.0,8.4,414.5,131.29999999999998
2024-12-11 18:00:00+00:00,70.8,449.5,196.0,0.0,0.0,214.9,679.0,33.2,0.0,8.4,385.8,131.1
2024-12-11 19:00:00+00:00,70.8,448.4,197.5,0.0,0.0,197.3,467.8,33.2,0.0,8.4,397.0,82.5
2024-12-11 20:00:00+00:00,70.8,447.4,197.2,0.0,0.0,164.2,447.9,32.4,0.0,8.4,377.0,82.5
2024-12-11 21:00:00+00:00,70.8,429.7,197.8,0.0,0.0,146.4,315.3,32.4,0.0,8.4,367.3,82.5
2024-12-11 22:00:00+00:00,70.8,430.4,197.7,0.0,0.0,126.4,311.8,32.4,0.0,8.4,369.7,25.599999999999998
2024-12-11 23:00:00+00:00,72.8,412.6,198.6,0.0,0.0,92.30000000000001,327.9,32.4,0.0,8.8,381.2,-128.8
2024-12-12 00:00:00+00:00,72.8,412.9,199.0,0.0,0.0,90.4,339.8,32.4,0.0,8.8,387.8,-129.1
2024-12-12 01:00:00+00:00,72.8,412.9,199.1,0.0,0.0,90.6,352.1,32.4,0.0,8.8,405.5,-129.0
2024-12-12 02:00:00+00:00,72.8,412.7,197.6,0.0,0.0,90.4,343.7,32.4,0.0,8.4,430.9,-129.0
2024-12-12 03:00:00+00:00,72.8,413.3,196.8,0.0,0.0,90.1,322.5,32.4,0.0,8.0,476.9,-128.8
2024-12-12 04:00:00+00:00,72.8,412.5,197.7,0.0,0.0,90.2,321.5,32.4,0.0,8.0,507.0,-127.30000000000001
2024-12-12 05:00:00+00:00,72.8,388.0,198.0,0.0,0.0,119.2,491.8,32.4,0.0,7.6,467.4,-2.4
2024-12-12 06:00:00+00:00,72.0,433.3,194.8,0.0,0.0,144.5,671.3,33.2,11.1,8.0,464.40000000000003,128.6
2024-12-12 07:00:00+00:00,70.8,434.1,193.0,0.0,0.0,162.1,737.8,33.6,33.3,8.8,456.0,131.29999999999998
2024-12-12 08:00:00+00:00,72.0,452.2,194.2,0.0,0.0,164.6,745.0,33.6,64.4,8.8,394.3,131.29999999999998
2024-12-12 09:00:00+00:00,72.0,471.1,196.9,0.0,0.0,170.6,691.9,33.6,86.80000000000001,8.4,323.7,131.29999999999998
2024-12-12 10:00:00+00:00,72.8,489.6,198.2,0.0,0.0,156.6,616.5,34.0,89.6,8.0,283.3,128.2
2024-12-12 11:00:00+00:00,72.8,525.8,198.0,0.0,0.0,155.0,581.4,33.6,87.4,8.0,271.5,116.7
2024-12-12 12:00:00+00:00,72.8,521.0,197.3,0.0,0.0,155.0,600.8,33.6,72.1,8.4,275.6,81.6
2024-12-12 13:00:00+00:00,72.8,503.1,196.5,0.0,0.0,173.0,617.5,33.6,48.9,8.4,274.3,81.6
2024-12-12 14:00:00+00:00,72.8,502.3,198.4,0.0,0.0,206.1,644.3,33.6,19.2,8.8,289.70000000000005,81.69999999999999
2024-12-12 15:00:00+00:00,72.8,503.3,198.7,0.0,0.0,225.0,618.3,33.6,1.8,8.8,301.8,129.6
2024-12-12 16:00:00+00:00,72.8,502.4,198.5,0.0,0.0,222.2,730.4,33.6,0.0,8.8,305.4,130.4
2024-12-12 17:00:00+00:00,72.8,508.3,199.2,0.0,0.0,220.5,717.7,33.6,0.0,8.4,326.1,130.4
2024-12-12 18:00:00+00:00,72.8,523.2,199.2,0.0,0.0,203.5,724.9,33.6,0.0,8.4,344.2,130.4
2024-12-12 19:00:00+00:00,72.0,520.4000000000001,198.0,0.0,0.0,185.6,494.9,34.0,0.0,8.4,328.8,84.0
2024-12-12 20:00:00+00:00,72.8,474.3,198.5,0.0,0.0,162.7,470.3,33.2,0.0,8.4,275.5,-2.2
2024-12-12 21:00:00+00:00,72.8,434.7,196.2,0.0,0.0,141.1,327.8,32.8,0.0,8.4,221.2,-3.2
2024-12-12 22:00:00+00:00,72.8,431.6,197.2,0.0,0.0,121.9,343.7,32.8,0.0,8.4,172.4,-3.3000000000000003
2024-12-12 23:00:00+00:00,72.0,431.6,197.6,0.0,0.0,88.6,337.5,33.6,0.0,8.8,160.9,-3.6
2024-12-13 00:00:00+00:00,72.0,431.2,198.5,0.0,0.0,87.6,323.8,33.6,0.0,8.8,191.8,-128.8
2024-12-13 01:00:00+00:00,72.0,430.5,198.8,0.0,0.0,87.69999999999999,316.3,33.6,0.0,8.8,227.7,-129.0
2024-12-13 02:00:00+00:00,72.0,433.0,197.9,0.0,0.0,87.8,297.5,33.6,0.0,8.8,188.1,-128.9
2024-12-13 03:00:00+00:00,72.0,431.5,198.0,0.0,0.0,88.0,309.7,33.6,0.0,8.8,157.3,-127.8
2024-12-13 04:00:00+00:00,72.0,430.5,198.2,0.0,0.0,87.9,357.5,33.6,0.0,8.4,124.4,-3.3000000000000003
2024-12-13 05:00:00+00:00,72.0,432.3,197.0,0.0,0.0,88.1,613.2,34.4,0.0,7.2,89.6,-2.6
2024-12-13 06:00:00+00:00,72.0,433.9,196.6,0.0,0.0,131.7,716.5999999999999,35.2,2.2,8.4,94.9,125.80000000000001
2024-12-13 07:00:00+00:00,70.8,434.0,197.7,0.0,0.0,162.5,742.5,34.8,24.3,8.8,107.3,130.4
2024-12-13 08:00:00+00:00,70.8,462.2,197.9,0.0,0.0,163.5,646.0999999999999,35.2,54.8,8.4,119.0,130.3
2024-12-13 09:00:00+00:00,70.8,518.8,197.0,0.0,0.0,162.3,611.4000000000001,34.8,76.7,8.4,120.9,130.4
2024-12-13 10:00:00+00:00,70.8,519.0,196.0,0.0,0.0,156.7,681.9,35.2,95.9,8.0,108.4,130.4
2024-12-13 11:00:00+00:00,70.8,518.8,195.7,0.0,0.0,170.60000000000002,649.0,35.2,86.9,8.4,99.5,130.4
2024-12-13 12:00:00+00:00,70.8,518.5,193.8,0.0,0.0,160.1,635.8,35.2,69.1,8.8,73.2,130.4
2024-12-13 13:00:00+00:00,70.8,519.1,193.6,0.0,0.0,164.1,636.4,34.8,41.4,8.8,84.4,130.4
2024-12-13 14:00:00+00:00,70.8,518.8,197.8,0.0,0.0,188.7,742.2,34.8,12.9,8.4,62.6,130.4
2024-12-13 15:00:00+00:00,70.8,518.5,198.0,0.0,0.0,218.1,709.2,34.8,0.8,8.8,65.3,130.4
2024-12-13 16:00:00+00:00,71.6,518.3,196.6,0.0,0.0,218.1,690.3,34.8,0.0,8.4,65.3,130.4
2024-12-13 17:00:00+00:00,71.6,485.7,197.6,0.0,0.0,218.0,691.1,34.4,0.0,8.4,85.5,130.4
2024-12-13 18:00:00+00:00,72.0,486.20000000000005,198.3,0.0,0.0,216.3,686.6,34.8,0.0,8.4,88.0,130.4
2024-12-13 19:00:00+00:00,72.0,492.3,198.7,0.0,0.0,196.3,641.9,34.8,0.0,8.4,98.5,130.0
2024-12-13 20:00:00+00:00,72.0,435.4,198.7,0.0,0.0,175.9,307.9,34.0,0.0,8.4,152.7,-1.4000000000000001
2024-12-13 21:00:00+00:00,72.0,434.8,198.7,0.0,0.0,145.7,313.1,34.0,0.0,8.4,210.5,-3.2
2024-12-13 22:00:00+00:00,72.0,434.7,198.2,0.0,0.0,117.0,297.90000000000003,33.6,0.0,7.6,297.9,-3.2
2024-12-13 23:00:00+00:00,72.0,434.6,199.2,0.0,0.0,92.30000000000001,274.6,33.2,0.0,8.0,358.7,-3.2
2024-12-14 00:00:00+00:00,72.0,434.5,200.2,0.0,0.0,92.4,260.8,33.2,0.0,8.0,482.4,-4.2
2024-12-14 01:00:00+00:00,72.0,434.4,200.9,0.0,0.0,92.4,268.6,33.6,0.0,8.0,532.9,-129.2
2024-12-14 02:00:00+00:00,72.0,434.0,199.0,0.0,0.0,92.5,284.2,33.2,0.0,8.0,527.4,-129.4
2024-12-14 03:00:00+00:00,72.0,433.9,197.2,0.0,0.0,92.7,269.5,33.2,0.0,8.0,583.6,-129.29999999999998
2024-12-14 04:00:00+00:00,72.0,433.8,196.6,0.0,0.0,92.6,241.39999999999998,33.6,0.0,8.0,648.1,-127.1
2024-12-14 05:00:00+00:00,72.0,433.20000000000005,197.3,0.0,0.0,92.4,331.6,33.6,0.0,8.0,575.9,-3.2
2024-12-14 06:00:00+00:00,72.0,433.9,197.5,0.0,0.0,111.2,373.3,34.0,8.5,8.4,371.2,-3.1
2024-12-14 07:00:00+00:00,70.8,433.4,196.6,0.0,0.0,134.4,386.9,34.0,8.9,8.4,252.0,-3.2
2024-12-14 08:00:00+00:00,70.8,433.1,197.3,0.0,0.0,140.0,370.2,34.4,20.6,8.4,213.4,-3.1
2024-12-14 09:00:00+00:00,70.8,432.2,196.3,0.0,0.0,139.7,353.0,34.4,29.9,8.8,158.8,-3.1
2024-12-14 10:00:00+00:00,70.8,433.1,196.3,0.0,0.0,120.1,340.5,34.4,66.3,8.8,172.0,-3.2
2024-12-14 11:00:00+00:00,70.8,433.1,197.7,0.0,0.0,120.1,322.6,34.8,47.7,8.8,243.7,-3.1
2024-12-14 12:00:00+00:00,70.8,433.2,196.8,0.0,0.0,120.2,330.2,34.8,32.5,8.8,275.6,-3.1
2024-12-14 13:00:00+00:00,70.8,421.3,195.7,0.0,0.0,143.5,362.5,34.8,26.2,8.4,255.0,-3.1
2024-12-14 14:00:00+00:00,70.8,420.6,196.0,0.0,0.0,167.1,496.8,34.8,13.4,8.8,234.8,-2.6
2024-12-14 15:00:00+00:00,70.8,444.9,196.2,0.0,0.0,178.8,585.4,34.8,2.5,8.8,179.9,129.2
2024-12-14 16:00:00+00:00,71.6,457.4,196.4,0.0,0.0,179.5,570.0,34.8,0.0,8.8,126.0,130.4
2024-12-14 17:00:00+00:00,71.6,456.8,196.8,0.0,0.0,182.2,561.0,34.8,0.0,8.4,82.4,129.8
2024-12-14 18:00:00+00:00,72.0,457.1,197.4,0.0,0.0,182.1,505.0,34.8,0.0,8.4,57.5,-1.7
2024-12-14 19:00:00+00:00,72.0,456.8,198.6,0.0,0.0,182.0,467.8,35.2,0.0,8.4,51.4,-3.1
2024-12-14 20:00:00+00:00,72.0,452.4,199.6,0.0,0.0,163.2,334.0,34.4,0.0,8.4,36.9,-3.2
2024-12-14 21:00:00+00:00,72.0,390.5,197.4,0.0,0.0,145.8,317.0,34.4,0.0,8.4,21.8,-3.6
2024-12-14 22:00:00+00:00,72.0,386.4,196.8,0.0,0.0,126.6,317.1,34.0,0.0,8.4,8.5,-128.89999999999998
2024-12-14 23:00:00+00:00,72.0,386.79999999999995,197.39999999999998,0.0,0.0,97.0,294.2,33.6,0.0,8.4,13.4,-129.1
2024-12-15 00:00:00+00:00,72.0,387.5,198.4,0.0,0.0,95.1,279.09999999999997,33.6,0.0,8.8,15.9,-129.3
2024-12-15 01:00:00+00:00,72.0,386.6,198.7,0.0,0.0,95.3,268.59999999999997,33.6,0.0,8.0,25.7,-129.39999999999998
2024-12-15 02:00:00+00:00,72.0,386.5,199.0,0.0,0.0,95.5,279.7,34.0,0.0,8.0,25.5,-129.0
2024-12-15 03:00:00+00:00,72.0,385.9,198.89999999999998,0.0,0.0,95.6,301.4,33.6,0.0,8.8,37.7,-129.1
2024-12-15 04:00:00+00:00,72.0,385.9,198.7,0.0,0.0,96.0,296.4,33.6,0.0,8.8,75.3,-129.0
2024-12-15 05:00:00+00:00,72.0,385.8,198.7,0.0,0.0,99.69999999999999,372.5,34.0,0.0,8.4,99.4,-128.3
2024-12-15 06:00:00+00:00,72.0,386.5,198.7,0.0,0.0,119.69999999999999,424.1,34.4,4.0,8.4,124.6,-3.4000000000000004
2024-12-15 07:00:00+00:00,70.8,413.3,196.4,0.0,0.0,120.6,505.0,34.8,23.7,8.8,132.1,-3.1
2024-12-15 08:00:00+00:00,72.0,435.2,197.6,0.0,0.0,117.2,556.6,35.2,57.3,8.4,139.1,-3.1
2024-12-15 09:00:00+00:00,72.0,387.9,197.7,0.0,0.0,102.5,475.6,34.8,84.3,8.4,172.2,-3.1
2024-12-15 10:00:00+00:00,71.6,318.79999999999995,193.8,0.0,0.0,102.0,453.3,35.2,96.9,8.0,245.5,-3.1
2024-12-15 11:00:00+00:00,71.6,234.1,193.6,0.0,0.0,102.4,562.3,35.2,107.1,8.4,403.79999999999995,-3.1
2024-12-15 12:00:00+00:00,71.6,234.2,197.6,0.0,0.0,101.0,503.1,35.2,93.0,8.8,514.4000000000001,-3.1
2024-12-15 13:00:00+00:00,71.6,233.9,197.0,0.0,0.0,100.7,569.3000000000001,35.2,65.39999999999999,8.8,539.9,39.0
